edge_id,bank_edge_id,src,dst,repair_score,repair_reason
1967,2140,157,441,3.4877299212434028,low_compatibility_junction
1968,975,74,354,3.4866708668035757,low_compatibility_junction
1969,874,64,157,3.482392877092799,low_compatibility_junction
1970,2136,157,428,3.4817817608047044,low_compatibility_junction
1971,2645,195,74,3.480740028337176,low_compatibility_junction
1972,2132,157,376,3.4754789810320443,low_compatibility_junction
1973,2705,199,372,3.4734648089090787,low_compatibility_junction
1974,6303,455,418,3.471212466096723,low_compatibility_junction
1975,6114,441,157,3.468017916550626,low_compatibility_junction
1976,2138,157,436,3.4674348743364996,low_compatibility_junction
1977,3747,271,14,3.4657372085501077,low_compatibility_junction
1978,3695,267,157,3.4586712752555093,low_compatibility_junction
1979,709,51,199,3.455992936573161,low_compatibility_junction
1980,2135,157,424,3.454064815568026,low_compatibility_junction
1981,5803,422,199,3.4504305277581504,low_compatibility_junction
1982,6298,455,302,3.4490740285686963,low_compatibility_junction
1983,3262,242,383,3.4472457299339108,low_compatibility_junction
1984,6315,457,271,3.4449204538628093,low_compatibility_junction
1985,6789,492,157,3.444213978155581,low_compatibility_junction
1986,4092,295,151,3.4438484186163008,low_compatibility_junction
1987,4586,330,259,3.4403348944545162,low_compatibility_junction
1988,75,5,157,3.438408547178493,low_compatibility_junction
1989,2119,157,82,3.4348769435133883,low_compatibility_junction
1990,3756,271,136,3.433825338281008,low_compatibility_junction
1991,6296,455,250,3.4320287691489724,low_compatibility_junction
1992,528,36,157,3.4319367484275087,low_compatibility_junction
1993,3612,260,157,3.431365206309045,low_compatibility_junction
1994,4892,354,74,3.4305373189764685,low_compatibility_junction
1995,2141,157,443,3.429744641870713,low_compatibility_junction
1996,1094,82,271,3.4286647869643767,low_compatibility_junction
1997,6302,455,409,3.420873239546214,low_compatibility_junction
1998,2116,157,64,3.420172599620239,low_compatibility_junction
1999,962,74,75,3.4175504658920977,low_compatibility_junction
2000,6162,444,157,3.41452636216759,low_compatibility_junction
2001,3777,271,442,3.4127780195048785,low_compatibility_junction
2002,2715,199,482,3.4120630456761156,low_compatibility_junction
2003,5141,372,199,3.410432512909223,low_compatibility_junction
2004,1791,136,271,3.403922290886197,low_compatibility_junction
2005,5520,402,425,3.4028261759455725,low_compatibility_junction
2006,3755,271,104,3.4003359845428895,low_compatibility_junction
2007,1391,106,259,3.3988988913961293,low_compatibility_junction
2008,3767,271,269,3.396357928192341,low_compatibility_junction
2009,5274,383,198,3.3951463937626922,low_compatibility_junction
2010,750,55,157,3.3923748988483613,low_compatibility_junction
2011,6135,442,271,3.3920785335619392,low_compatibility_junction
2012,270,14,271,3.3883735545804528,low_compatibility_junction
2013,3175,236,157,3.388019176804107,low_compatibility_junction
2014,2712,199,425,3.383647761477872,low_compatibility_junction
2015,6143,443,157,3.381023004454899,low_compatibility_junction
2016,2697,199,242,3.3780485846622885,low_compatibility_junction
2017,3517,257,74,3.37756746028004,low_compatibility_junction
2018,1377,104,271,3.3745425521936494,low_compatibility_junction
2019,3731,269,271,3.373574288407619,low_compatibility_junction
2020,3574,259,211,3.37261362851292,low_compatibility_junction
2021,2710,199,420,3.3723236785836814,low_compatibility_junction
2022,6660,482,199,3.372244347584269,low_compatibility_junction
2023,5028,363,271,3.3720877536788234,low_compatibility_junction
2024,2703,199,334,3.370837154643592,low_compatibility_junction
2025,980,74,423,3.370788529431864,low_compatibility_junction
2026,3193,237,157,3.370780018365522,low_compatibility_junction
2027,5792,421,199,3.3685595840285356,low_compatibility_junction
2028,2391,174,157,3.3681517796223868,low_compatibility_junction
2029,3771,271,359,3.367946488836784,low_compatibility_junction
2030,887,65,259,3.3661218984554973,low_compatibility_junction
2031,4177,300,402,3.3575346807474857,low_compatibility_junction
2032,6621,480,157,3.356021023574067,low_compatibility_junction
2033,964,74,119,3.3542103420395484,low_compatibility_junction
2034,972,74,286,3.353931434117388,low_compatibility_junction
2035,963,74,108,3.352107025613681,low_compatibility_junction
2036,2691,199,97,3.350954215176339,low_compatibility_junction
2037,2704,199,363,3.3473022431704558,low_compatibility_junction
2038,2047,153,199,3.34633599897054,low_compatibility_junction
2039,5615,408,271,3.343920561526288,low_compatibility_junction
2040,3945,286,199,3.3413316047672588,low_compatibility_junction
2041,6609,479,402,3.339973834830846,low_compatibility_junction
2042,1555,119,74,3.339607025613681,low_compatibility_junction
2043,3339,246,199,3.33903747502785,low_compatibility_junction
2044,5857,425,199,3.3371540798241974,low_compatibility_junction
2045,4611,331,402,3.335276551280831,low_compatibility_junction
2046,978,74,416,3.334891162515312,low_compatibility_junction
2047,4636,333,199,3.3337417754338023,low_compatibility_junction
2048,3762,271,192,3.332492718989627,low_compatibility_junction
2049,3778,271,511,3.3283628724877365,low_compatibility_junction
2050,979,74,422,3.3281606132820456,low_compatibility_junction
2051,4245,306,74,3.3281606132820456,low_compatibility_junction
2052,6412,467,74,3.3281606132820456,low_compatibility_junction
2053,6565,478,74,3.3281606132820456,low_compatibility_junction
2054,3748,271,25,3.327870760431217,low_compatibility_junction
2055,4169,300,199,3.326424779542309,low_compatibility_junction
2056,2711,199,421,3.3262095053550684,low_compatibility_junction
2057,2702,199,327,3.3205473910877923,low_compatibility_junction
2058,6599,479,199,3.316296497196569,low_compatibility_junction
2059,4252,306,199,3.3143554630565983,low_compatibility_junction
2060,5275,383,250,3.313186440694025,low_compatibility_junction
2061,2611,192,271,3.312899830071273,low_compatibility_junction
2062,2572,189,199,3.3108390689182556,low_compatibility_junction
2063,5510,402,232,3.3090258762232363,low_compatibility_junction
2064,6187,446,74,3.3084643521746635,low_compatibility_junction
2065,4813,348,171,3.3055246313310604,low_compatibility_junction
2066,2693,199,153,3.30403841699404,low_compatibility_junction
2067,4956,359,271,3.3025138278017403,low_compatibility_junction
2068,145,8,231,3.300572063841278,low_compatibility_junction
2069,2700,199,308,3.3001097686363674,low_compatibility_junction
2070,3575,259,219,3.298642999184221,low_compatibility_junction
2071,3754,271,102,3.2952168719417614,low_compatibility_junction
2072,3933,284,402,3.2944903482943815,low_compatibility_junction
2073,982,74,444,3.2938007554557127,low_compatibility_junction
2074,5184,376,271,3.2936117080774614,low_compatibility_junction
2075,3573,259,201,3.291644719363764,low_compatibility_junction
2076,5283,383,418,3.2878517804106058,low_compatibility_junction
2077,2414,175,87,3.2841763334179053,low_compatibility_junction
2078,5278,383,302,3.282043767255007,low_compatibility_junction
2079,2325,171,136,3.280031082069273,low_compatibility_junction
2080,5505,402,94,3.2790751172121833,low_compatibility_junction
2081,7036,511,271,3.27778835916948,low_compatibility_junction
2082,5898,427,402,3.2759158296762765,low_compatibility_junction
2083,4774,345,199,3.27536091954206,low_compatibility_junction
2084,2053,153,361,3.2752388435102833,low_compatibility_junction
2085,4646,333,433,3.269887703983788,low_compatibility_junction
2086,2689,199,60,3.267841064451045,low_compatibility_junction
2087,678,48,8,3.267565281435986,low_compatibility_junction
2088,688,48,171,3.264145575624182,low_compatibility_junction
2089,5286,383,498,3.2641029717328593,low_compatibility_junction
2090,2322,171,102,3.2625019398185415,low_compatibility_junction
2091,2061,154,259,3.259548805493121,low_compatibility_junction
2092,2148,158,175,3.2586745847012812,low_compatibility_junction
2093,1569,119,433,3.258659437568893,low_compatibility_junction
2094,5465,397,8,3.256011583332818,low_compatibility_junction
2095,3847,278,271,3.2529146563641476,low_compatibility_junction
2096,3132,232,402,3.249332288415761,low_compatibility_junction
2097,4191,301,259,3.244960291535236,low_compatibility_junction
2098,403,25,271,3.2446251732689824,low_compatibility_junction
2099,2713,199,457,3.2446249719838054,low_compatibility_junction
2100,5983,433,198,3.2387748997577046,low_compatibility_junction
2101,3606,259,445,3.2359202776279723,low_compatibility_junction
2102,5516,402,345,3.235434471006351,low_compatibility_junction
2103,3581,259,280,3.2342087998365363,low_compatibility_junction
2104,3589,259,351,3.2341810693733066,low_compatibility_junction
2105,2434,175,483,3.231942429398709,low_compatibility_junction
2106,3290,243,479,3.229820568541049,low_compatibility_junction
2107,2432,175,418,3.228111057823329,low_compatibility_junction
2108,3773,271,397,3.2275940071827365,low_compatibility_junction
2109,136,8,95,3.2273304794902913,low_compatibility_junction
2110,2419,175,198,3.2245640618775733,low_compatibility_junction
2111,3588,259,349,3.224117289992477,low_compatibility_junction
2112,133,8,48,3.224062436704342,low_compatibility_junction
2113,3768,271,293,3.2221889860013744,low_compatibility_junction
2114,3558,259,17,3.2215698682369767,low_compatibility_junction
2115,3562,259,65,3.220232828613988,low_compatibility_junction
2116,3282,243,300,3.2191975178619914,low_compatibility_junction
2117,2753,201,271,3.217070440739421,low_compatibility_junction
2118,5400,392,175,3.2155876846407154,low_compatibility_junction
2119,1300,97,383,3.2154638891241594,low_compatibility_junction
2120,5011,361,498,3.2148403717517833,low_compatibility_junction
2121,3338,246,117,3.2125576069295967,low_compatibility_junction
2122,160,9,179,3.2114165825790546,low_compatibility_junction
2123,3609,259,510,3.2083113860304304,low_compatibility_junction
2124,4982,361,9,3.205636892204829,low_compatibility_junction
2125,5990,433,308,3.205532349474171,low_compatibility_junction
2126,5002,361,302,3.205247830762768,low_compatibility_junction
2127,6917,504,361,3.2048135182422106,low_compatibility_junction
2128,6865,498,179,3.2038985729938876,low_compatibility_junction
2129,2678,198,179,3.202556508090244,low_compatibility_junction
2130,2975,219,402,3.202457527114302,low_compatibility_junction
2131,3844,278,171,3.201158815052583,low_compatibility_junction
2132,4994,361,195,3.2010824860653906,low_compatibility_junction
2133,3586,259,338,3.1969737605259176,low_compatibility_junction
2134,1168,87,175,3.195710346835429,low_compatibility_junction
2135,2913,215,271,3.195399225834928,low_compatibility_junction
2136,705,51,117,3.1944378836372342,low_compatibility_junction
2137,7019,510,259,3.193189591817124,low_compatibility_junction
2138,5515,402,331,3.191842328671281,low_compatibility_junction
2139,6070,438,259,3.189920789761265,low_compatibility_junction
2140,1373,104,171,3.189312938891933,low_compatibility_junction
2141,2405,175,9,3.1891056501902315,low_compatibility_junction
2142,5512,402,284,3.1884482506337672,low_compatibility_junction
2143,5424,394,171,3.1883752425675125,low_compatibility_junction
2144,3764,271,201,3.1863997077892248,low_compatibility_junction
2145,2424,175,302,3.186103859149727,low_compatibility_junction
2146,2039,152,361,3.1859499177367834,low_compatibility_junction
2147,5220,380,271,3.1815927927441314,low_compatibility_junction
2148,4202,302,21,3.1808871546886697,low_compatibility_junction
2149,5500,402,0,3.180633700286757,low_compatibility_junction
2150,5988,433,286,3.179728491115487,low_compatibility_junction
2151,2426,175,348,3.179602737816488,low_compatibility_junction
2152,6197,447,8,3.1766852291201184,low_compatibility_junction
2153,5871,425,402,3.1751375862725184,low_compatibility_junction
2154,913,68,271,3.1748717832717825,low_compatibility_junction
2155,5989,433,302,3.1747156971909263,low_compatibility_junction
2156,3593,259,366,3.1740525686501506,low_compatibility_junction
2157,266,14,171,3.1739118911976574,low_compatibility_junction
2158,153,8,391,3.172972157681445,low_compatibility_junction
2159,4780,345,402,3.171773356368524,low_compatibility_junction
2160,3563,259,66,3.171106545629243,low_compatibility_junction
2161,2344,171,507,3.1707939809992256,low_compatibility_junction
2162,5725,415,394,3.1693893172339713,low_compatibility_junction
2163,4654,334,171,3.169079532652316,low_compatibility_junction
2164,2339,171,293,3.16772721083397,low_compatibility_junction
2165,3555,259,0,3.1671409091468807,low_compatibility_junction
2166,6215,448,259,3.1668491820522915,low_compatibility_junction
2167,3598,259,401,3.1667137464989406,low_compatibility_junction
2168,5796,421,433,3.1652277800419606,low_compatibility_junction
2169,5992,433,418,3.164512522583165,low_compatibility_junction
2170,3571,259,177,3.164306738070739,low_compatibility_junction
2171,3560,259,44,3.163378415322583,low_compatibility_junction
2172,1527,117,246,3.1623618057941494,low_compatibility_junction
2173,2321,171,68,3.161079405488263,low_compatibility_junction
2174,5993,433,421,3.1602215166665086,low_compatibility_junction
2175,3576,259,231,3.158780930203317,low_compatibility_junction
2176,309,18,433,3.158446872092609,low_compatibility_junction
2177,5800,422,117,3.1571590063832686,low_compatibility_junction
2178,3565,259,110,3.156807319746901,low_compatibility_junction
2179,6442,470,271,3.154253306560555,low_compatibility_junction
2180,6508,473,259,3.1533352836294966,low_compatibility_junction
2181,3604,259,419,3.1528165006431736,low_compatibility_junction
2182,3728,269,171,3.1520080844549003,low_compatibility_junction
2183,2644,195,21,3.1498476848394104,low_compatibility_junction
2184,5996,433,482,3.149653514603502,low_compatibility_junction
2185,3580,259,270,3.1495752531249503,low_compatibility_junction
2186,4115,297,104,3.149231733472934,low_compatibility_junction
2187,3107,231,171,3.1484224592806314,low_compatibility_junction
2188,6677,483,179,3.1472060707491325,low_compatibility_junction
2189,5265,383,9,3.146751260767448,low_compatibility_junction
2190,3263,242,433,3.1465787239996397,low_compatibility_junction
2191,5861,425,259,3.1454763453168204,low_compatibility_junction
2192,1010,76,259,3.1445673945343966,low_compatibility_junction
2193,1533,117,334,3.1442299041856967,low_compatibility_junction
2194,1256,94,259,3.1433314994983266,low_compatibility_junction
2195,4701,338,259,3.1432140002553517,low_compatibility_junction
2196,3583,259,289,3.1425071605374897,low_compatibility_junction
2197,3605,259,438,3.1425071605374897,low_compatibility_junction
2198,150,8,348,3.141725947181699,low_compatibility_junction
2199,3557,259,15,3.1409002682566216,low_compatibility_junction
2200,2429,175,401,3.1403253063273815,low_compatibility_junction
2201,5987,433,250,3.1399733676173476,low_compatibility_junction
2202,4119,297,130,3.139816401839787,low_compatibility_junction
2203,2421,175,250,3.1398148370042236,low_compatibility_junction
2204,5006,361,409,3.139738470587759,low_compatibility_junction
2205,3566,259,123,3.13953008557622,low_compatibility_junction
2206,3098,231,8,3.1372358089623655,low_compatibility_junction
2207,3753,271,91,3.136602618527529,low_compatibility_junction
2208,3601,259,408,3.1361658556722256,low_compatibility_junction
2209,5026,363,259,3.132552693121919,low_compatibility_junction
2210,5994,433,423,3.1310669620212117,low_compatibility_junction
2211,6116,441,175,3.1291252855499954,low_compatibility_junction
2212,3291,243,498,3.1287946191719183,low_compatibility_junction
2213,1541,117,467,3.1283271016815277,low_compatibility_junction
2214,4968,360,117,3.1275145679451377,low_compatibility_junction
2215,5282,383,409,3.127186428731358,low_compatibility_junction
2216,3607,259,447,3.1269811226448136,low_compatibility_junction
2217,5058,366,361,3.125194734470755,low_compatibility_junction
2218,4110,297,14,3.125122847947483,low_compatibility_junction
2219,4985,361,51,3.1243199343589834,low_compatibility_junction
2220,3592,259,365,3.1228634189095534,low_compatibility_junction
2221,6601,479,243,3.1214647202707217,low_compatibility_junction
2222,4742,343,8,3.121024831107869,low_compatibility_junction
2223,3774,271,408,3.1197177117137818,low_compatibility_junction
2224,2333,171,211,3.1196273231640186,low_compatibility_junction
2225,3572,259,185,3.1187348279749827,low_compatibility_junction
2226,4148,298,402,3.1181441788966673,low_compatibility_junction
2227,5007,361,418,3.117267093031464,low_compatibility_junction
2228,3267,243,51,3.1160193082520906,low_compatibility_junction
2229,1358,102,297,3.11513174900504,low_compatibility_junction
2230,3561,259,54,3.1143420288446806,low_compatibility_junction
2231,1623,123,259,3.113946317962772,low_compatibility_junction
2232,2581,190,259,3.113946317962772,low_compatibility_junction
2233,2343,171,448,3.113218480633235,low_compatibility_junction
2234,154,8,420,3.112740460705942,low_compatibility_junction
2235,5706,415,87,3.111530673322448,low_compatibility_junction
2236,906,67,361,3.1108815058821198,low_compatibility_junction
2237,5631,409,156,3.1098364570864083,low_compatibility_junction
2238,3276,243,195,3.108052120702822,low_compatibility_junction
2239,4637,333,243,3.107096682004417,low_compatibility_junction
2240,3595,259,379,3.1070102304852054,low_compatibility_junction
2241,5995,433,444,3.1056531894800696,low_compatibility_junction
2242,245,13,333,3.103141741197393,low_compatibility_junction
2243,6659,482,171,3.1026067060751137,low_compatibility_junction
2244,1538,117,438,3.1003412900379916,low_compatibility_junction
2245,2430,175,409,3.099465995124569,low_compatibility_junction
2246,3603,259,417,3.0984445269222674,low_compatibility_junction
2247,6316,457,297,3.0981950617265386,low_compatibility_junction
2248,1095,82,297,3.098163293068159,low_compatibility_junction
2249,155,8,475,3.0971840586546415,low_compatibility_junction
2250,5976,433,119,3.0970528881467763,low_compatibility_junction
2251,1524,117,97,3.0942800350518476,low_compatibility_junction
2252,1534,117,364,3.0942800350518476,low_compatibility_junction
2253,1270,95,175,3.0938038587355394,low_compatibility_junction
2254,2436,175,498,3.0921341967650937,low_compatibility_junction
2255,151,8,372,3.0917920024880274,low_compatibility_junction
2256,2411,175,75,3.0882752420964357,low_compatibility_junction
2257,2646,195,156,3.0878136051845995,low_compatibility_junction
2258,2336,171,269,3.0872550503143885,low_compatibility_junction
2259,2412,175,76,3.084030778504781,low_compatibility_junction
2260,3591,259,360,3.082536678200369,low_compatibility_junction
2261,1180,87,415,3.0803986203717937,low_compatibility_junction
2262,2000,149,278,3.079185542903213,low_compatibility_junction
2263,4167,300,117,3.078463600144515,low_compatibility_junction
2264,1378,104,297,3.0783606014597122,low_compatibility_junction
2265,2911,215,259,3.075990629150602,low_compatibility_junction
2266,5761,418,179,3.0741047233195626,low_compatibility_junction
2267,2056,153,433,3.072600185409259,low_compatibility_junction
2268,934,69,361,3.0710835700612584,low_compatibility_junction
2269,4248,306,117,3.0705612419862405,low_compatibility_junction
2270,5997,433,498,3.069735125481363,low_compatibility_junction
2271,3570,259,168,3.0686588307911267,low_compatibility_junction
2272,2341,171,397,3.0666506633257606,low_compatibility_junction
2273,3280,243,286,3.064854124984921,low_compatibility_junction
2274,3265,243,9,3.0643243736047694,low_compatibility_junction
2275,4507,323,361,3.063958033915804,low_compatibility_junction
2276,813,58,498,3.062924993797749,low_compatibility_junction
2277,2428,175,391,3.059098176386803,low_compatibility_junction
2278,4207,302,156,3.0580156577967816,low_compatibility_junction
2279,5010,361,483,3.0570758463558847,low_compatibility_junction
2280,5828,423,433,3.056378919631483,low_compatibility_junction
2281,2433,175,441,3.055853027380103,low_compatibility_junction
2282,146,8,242,3.0520523548421656,low_compatibility_junction
2283,4990,361,152,3.051624278659832,low_compatibility_junction
2284,13,0,361,3.0488397291203597,low_compatibility_junction
2285,2334,171,226,3.0483606183396916,low_compatibility_junction
2286,3287,243,409,3.0463550594810975,low_compatibility_junction
2287,4779,345,361,3.0460295729766305,low_compatibility_junction
2288,3614,260,175,3.0409742859341087,low_compatibility_junction
2289,5009,361,479,3.0402265545377958,low_compatibility_junction
2290,2504,181,415,3.040149103924154,low_compatibility_junction
2291,5149,372,494,3.0400909809251817,low_compatibility_junction
2292,5389,391,415,3.03799505677307,low_compatibility_junction
2293,5717,415,260,3.0369100505782414,low_compatibility_junction
2294,4211,302,248,3.0334224469074362,low_compatibility_junction
2295,4988,361,76,3.028126475330369,low_compatibility_junction
2296,5633,409,248,3.0268659165912233,low_compatibility_junction
2297,741,54,175,3.026829472201481,low_compatibility_junction
2298,4116,297,106,3.0262265936922583,low_compatibility_junction
2299,5001,361,300,3.0251044551256054,low_compatibility_junction
2300,811,58,444,3.0237481352051194,low_compatibility_junction
2301,6344,460,415,3.02311600942726,low_compatibility_junction
2302,2292,169,198,3.016553117214042,low_compatibility_junction
2303,4998,361,250,3.016249524924879,low_compatibility_junction
2304,6201,447,149,3.015390158292959,low_compatibility_junction
2305,3270,243,108,3.014448874486603,low_compatibility_junction
2306,4171,300,243,3.014340744773124,low_compatibility_junction
2307,793,58,9,3.013707651341072,low_compatibility_junction
2308,805,58,286,3.0117335379431744,low_compatibility_junction
2309,5432,394,415,3.0113121513281085,low_compatibility_junction
2310,2482,179,392,3.0107873854064993,low_compatibility_junction
2311,2475,179,250,3.009859430685727,low_compatibility_junction
2312,6209,447,415,3.0072827054840876,low_compatibility_junction
2313,5302,384,415,3.0036141743538516,low_compatibility_junction
2314,337,21,409,3.0024134217170424,low_compatibility_junction
2315,3848,278,297,3.002275683503939,low_compatibility_junction
2316,6962,507,415,2.9966323164706203,low_compatibility_junction
2317,4635,333,169,2.9954545819843834,low_compatibility_junction
2318,3106,231,149,2.995332594988234,low_compatibility_junction
2319,938,69,415,2.9944147647628228,low_compatibility_junction
2320,3408,250,13,2.993579704537126,low_compatibility_junction
2321,2480,179,333,2.990845200764368,low_compatibility_junction
2322,2479,179,322,2.987689387257238,low_compatibility_junction
2323,3279,243,250,2.9854739967512565,low_compatibility_junction
2324,3289,243,444,2.9852718087769703,low_compatibility_junction
2325,3388,248,354,2.9833207303607288,low_compatibility_junction
2326,3386,248,306,2.980475262294307,low_compatibility_junction
2327,3288,243,418,2.9774815077242556,low_compatibility_junction
2328,4125,297,330,2.9768197466942636,low_compatibility_junction
2329,5707,415,95,2.97671277002024,low_compatibility_junction
2330,2473,179,158,2.976559866617765,low_compatibility_junction
2331,5096,370,297,2.975514548640987,low_compatibility_junction
2332,6861,498,13,2.9750755223570944,low_compatibility_junction
2333,2674,198,13,2.974059609805034,low_compatibility_junction
2334,5708,415,97,2.971817180676417,low_compatibility_junction
2335,806,58,302,2.9713749960350744,low_compatibility_junction
2336,5221,380,297,2.9688432793629813,low_compatibility_junction
2337,5726,415,420,2.968191379955367,low_compatibility_junction
2338,6825,494,372,2.966191499844188,low_compatibility_junction
2339,6673,482,494,2.963413010732137,low_compatibility_junction
2340,801,58,195,2.9616971923045,low_compatibility_junction
2341,1,0,58,2.9607688849926235,low_compatibility_junction
2342,5029,363,297,2.960459984452193,low_compatibility_junction
2343,5727,415,436,2.9595653960993467,low_compatibility_junction
2344,4132,297,442,2.9592165296808637,low_compatibility_junction
2345,3281,243,292,2.9576497093647798,low_compatibility_junction
2346,2003,149,327,2.9570848430152883,low_compatibility_junction
2347,5496,401,415,2.9540553674667,low_compatibility_junction
2348,3391,248,423,2.9531314017833137,low_compatibility_junction
2349,5704,415,68,2.9527655885408426,low_compatibility_junction
2350,1793,136,297,2.950704977288796,low_compatibility_junction
2351,804,58,250,2.950605882227082,low_compatibility_junction
2352,5642,410,130,2.948166502835955,low_compatibility_junction
2353,4548,327,494,2.947831191451797,low_compatibility_junction
2354,4114,297,102,2.947780389681113,low_compatibility_junction
2355,156,9,13,2.9474070997128456,low_compatibility_junction
2356,2008,149,457,2.9467240258742824,low_compatibility_junction
2357,6824,494,327,2.9452482913701115,low_compatibility_junction
2358,1361,102,410,2.944392297229018,low_compatibility_junction
2359,5724,415,391,2.9443660932543345,low_compatibility_junction
2360,2110,156,478,2.9433423466314776,low_compatibility_junction
2361,4129,297,397,2.9428904269417857,low_compatibility_junction
2362,4065,293,410,2.9416232083499962,low_compatibility_junction
2363,4208,302,186,2.941087685311851,low_compatibility_junction
2364,271,14,297,2.9406829232999927,low_compatibility_junction
2365,2296,169,302,2.9390387481261677,low_compatibility_junction
2366,2112,156,506,2.9363674737165866,low_compatibility_junction
2367,3284,243,345,2.9349420059502846,low_compatibility_junction
2368,2295,169,250,2.9345034402889234,low_compatibility_junction
2369,5757,418,13,2.9344182787619832,low_compatibility_junction
2370,4895,354,179,2.9342914203229764,low_compatibility_junction
2371,6828,494,438,2.9295121368165513,low_compatibility_junction
2372,2098,156,257,2.9291928319865024,low_compatibility_junction
2373,5728,415,504,2.925157344489369,low_compatibility_junction
2374,1998,149,231,2.9221584288565796,low_compatibility_junction
2375,5711,415,135,2.921291220661945,low_compatibility_junction
2376,2109,156,471,2.92058454173343,low_compatibility_junction
2377,1392,106,297,2.920284176254407,low_compatibility_junction
2378,2647,195,186,2.9180015294004678,low_compatibility_junction
2379,3298,244,156,2.91770017471795,low_compatibility_junction
2380,4537,327,149,2.91566170329658,low_compatibility_junction
2381,5644,410,136,2.914612046995464,low_compatibility_junction
2382,4812,348,149,2.912815332950811,low_compatibility_junction
2383,5491,401,149,2.912740346954457,low_compatibility_junction
2384,810,58,418,2.912406379118492,low_compatibility_junction
2385,3373,248,75,2.909829526459083,low_compatibility_junction
2386,6454,471,179,2.9094800466984205,low_compatibility_junction
