edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit,repair_score,repair_reason,bank_edge_id,is_repair_edge
37,6,245,10,2,7,5,3,4.0,4.0,5,10,2,5.0,10,0,0,0,0.9999999999999,0.003095,0.00107,0.4215200937307808,0.4274154862127174,0.4274154862127174,4.377964473009227,unique_starts,,,,False
38,6,309,76,11,37,32,1,4.0,3.6447368421052633,5,76,11,6.909090909090909,76,343,343,343,-0.6372315035799507,0.003095,0.003055,0.4215200937307808,0.5364209769251034,0.5364209769251034,4.164398987305358,unique_starts,,,,False
39,6,313,131,22,70,67,3,4.0,4.343511450381679,5,131,22,5.954545454545454,131,38,38,38,0.5502958579881625,0.003095,0.001605,0.4215200937307808,0.5515643026284701,0.5515643026284701,4.119522860933439,unique_starts,,,,False
40,6,319,58,14,36,29,2,4.0,4.189655172413793,5,58,14,4.142857142857143,58,31,31,31,0.3033707865168505,0.003095,0.002245,0.4215200937307808,0.7112287454915991,0.7112287454915991,4.166666666666667,unique_starts,,,,False
41,6,381,69,14,54,30,2,4.0,4.217391304347826,5,69,14,4.928571428571429,69,2,0,0,0.9999999999999856,0.003095,0.001595,0.4215200937307808,0.5810507181516483,0.5810507181516483,4.136082763487955,unique_starts,,,,False
42,7,28,29,4,13,12,1,4.0,3.4827586206896552,5,29,4,7.25,29,0,0,0,0.9999999999999656,0.00345,0.002415,0.5062871159227141,0.4841482217782513,0.5062871159227141,4.277350098112614,unique_starts,,,,False
43,7,77,29,5,12,15,1,4.0,3.3793103448275863,5,29,5,5.8,29,0,0,0,0.9999999999999656,0.00345,0.00234,0.5062871159227141,0.4507143482763388,0.5062871159227141,4.288675134594813,unique_starts,,,,False
44,7,133,56,6,18,28,1,3.0,3.196428571428572,5,56,6,9.333333333333334,56,87,87,87,-0.2167832167832152,0.00345,0.003455,0.5062871159227141,0.3499976886249412,0.5062871159227141,3.235702260395516,unique_starts,,,,False
45,7,143,40,6,17,19,1,4.0,3.65,5,40,6,6.666666666666667,40,35,35,35,0.0666666666666657,0.00345,0.003425,0.5062871159227141,0.3792567670794183,0.5062871159227141,4.242535625036333,unique_starts,,,,False
46,7,167,7,2,3,4,1,3.0,2.571428571428572,4,7,2,3.5,7,14,14,14,-0.3333333333333175,0.00345,0.002905,0.5062871159227141,0.6471630424319675,0.6471630424319675,3.5773502691896257,unique_starts,,,,False
47,7,196,30,3,10,11,1,4.0,3.5,5,30,3,10.0,30,8,0,0,0.9999999999999668,0.00345,0.00287,0.5062871159227141,0.3938063547620109,0.5062871159227141,4.316227766016838,unique_starts,,,,False
48,7,222,120,7,40,41,1,4.0,3.6666666666666665,5,120,7,17.142857142857142,120,0,0,0,0.9999999999999916,0.00345,0.00284,0.5062871159227141,0.3689173556983551,0.5062871159227141,4.1581138830084186,unique_starts,,,,False
49,7,290,37,6,14,22,1,3.0,3.108108108108108,5,37,6,6.166666666666667,37,196,196,196,-0.682403433476392,0.00345,0.002905,0.5062871159227141,0.6509701161632078,0.6509701161632078,3.2672612419124243,unique_starts,,,,False
50,7,318,303,12,101,108,1,4.0,3.6666666666666665,5,303,12,25.25,303,0,0,0,0.9999999999999968,0.00345,0.003055,0.5062871159227141,0.3172412828823686,0.5062871159227141,4.099503719020999,unique_starts,,,,False
51,7,347,57,5,21,21,1,4.0,3.807017543859649,5,57,5,11.4,57,0,0,0,0.9999999999999823,0.00345,0.002635,0.5062871159227141,0.3512754256088999,0.5062871159227141,4.218217890235993,unique_starts,,,,False
52,7,474,25,4,10,12,1,4.0,3.44,5,25,4,6.25,25,15,15,15,0.2499999999999937,0.00345,0.002335,0.5062871159227141,0.5662756700833872,0.5662756700833872,4.316227766016838,unique_starts,,,,False
53,7,509,38,7,19,19,1,3.0,3.0526315789473686,5,38,7,5.428571428571429,38,45,45,45,-0.0843373493975893,0.00345,0.002315,0.5062871159227141,0.446675580922816,0.5062871159227141,3.2294157338705616,unique_starts,,,,False
54,8,22,139,16,52,56,1,4.0,3.6906474820143886,5,139,16,8.6875,139,0,0,0,0.9999999999999928,0.00305,0.00375,0.5598156811542085,0.554682753323046,0.5598156811542085,4.138675049056308,unique_starts,,,,False
55,8,79,340,26,133,132,1,4.0,3.7411764705882353,5,340,26,13.076923076923077,340,15,15,15,0.9154929577464762,0.00305,0.003325,0.5598156811542085,0.4851346624243666,0.5598156811542085,4.086710996952412,unique_starts,,,,False
56,8,80,9,2,5,5,3,5.0,4.444444444444445,5,9,2,4.5,9,0,0,0,0.9999999999998888,0.00305,0.003105,0.5598156811542085,0.5419181148278562,0.5598156811542085,5.447213595499958,unique_starts,,,,False
57,8,100,6,2,6,2,1,3.5,3.333333333333333,5,6,2,3.0,6,12,12,12,-0.3333333333333148,0.00305,0.0028,0.5598156811542085,0.4440862971046345,0.5598156811542085,3.908248290463863,unique_starts,,,,False
58,8,126,40,5,23,12,1,4.0,3.4,5,40,5,8.0,40,0,0,0,0.9999999999999748,0.00305,0.00242,0.5598156811542085,0.2116988222299249,0.5598156811542085,4.208514414057075,unique_starts,,,,False
59,8,144,119,10,41,47,1,4.0,3.630252100840336,5,119,10,11.9,119,1,0,0,0.9999999999999916,0.00305,0.00326,0.5598156811542085,0.3341156701216954,0.5598156811542085,4.156173761888606,unique_starts,,,,False
60,8,149,12,3,6,7,3,4.5,4.333333333333333,5,12,3,4.0,12,25,25,25,-0.3513513513513418,0.00305,0.002245,0.5598156811542085,0.6554996967578548,0.6554996967578548,4.908248290463863,unique_starts,,,,False
61,8,171,21,3,8,13,1,3.0,3.0476190476190474,5,21,3,7.0,21,15,15,15,0.166666666666662,0.00305,0.00343,0.5598156811542085,0.7182700165677158,0.7182700165677158,3.353553390593274,unique_starts,,,,False
62,8,184,80,11,36,37,1,4.0,3.6875,5,80,11,7.272727272727272,80,8,8,8,0.8181818181818089,0.00305,0.00261,0.5598156811542085,0.4035667922099194,0.5598156811542085,4.166666666666667,unique_starts,,,,False
63,8,229,89,11,48,32,1,4.0,3.415730337078652,5,89,11,8.090909090909092,89,4,0,0,0.9999999999999888,0.00305,0.00306,0.5598156811542085,0.2561171877032327,0.5598156811542085,4.144337567297407,unique_starts,,,,False
64,8,230,165,19,63,70,1,3.0,3.212121212121212,5,165,19,8.68421052631579,165,95,95,95,0.2692307692307681,0.00305,0.00344,0.5598156811542085,0.6230454517375743,0.6230454517375743,3.1259881576697426,unique_starts,,,,False
65,8,258,52,5,25,16,1,3.0,3.25,5,52,5,10.4,52,0,0,0,0.9999999999999808,0.00305,0.00251,0.5598156811542085,0.4663088800443811,0.5598156811542085,3.2,unique_starts,,,,False
66,8,311,16,2,9,4,1,3.5,3.4375,5,16,2,8.0,16,0,0,0,0.9999999999999376,0.00305,0.00259,0.5598156811542085,0.4140441067152972,0.5598156811542085,3.8333333333333335,unique_starts,,,,False
67,8,315,8,2,5,4,3,4.5,4.375,5,8,2,4.0,8,2,0,0,0.999999999999875,0.00305,0.00307,0.5598156811542085,0.5209512736159742,0.5598156811542085,4.947213595499958,unique_starts,,,,False
68,8,390,7,2,4,5,2,4.0,3.7142857142857135,5,7,2,3.5,7,9,9,9,-0.1249999999999922,0.00305,0.00231,0.5598156811542085,0.4329073111672668,0.5598156811542085,4.5,unique_starts,,,,False
69,10,109,7,2,5,3,3,4.0,4.285714285714286,5,7,2,3.5,7,0,0,0,0.9999999999998572,0.003525,0.002985,0.4902315890717661,0.4623346969717778,0.4902315890717661,4.447213595499958,unique_starts,,,,False
70,10,112,25,3,14,6,1,3.0,3.36,5,25,3,8.333333333333334,25,0,0,0,0.99999999999996,0.003525,0.00296,0.4902315890717661,0.4217723083240303,0.4902315890717661,3.2672612419124243,unique_starts,,,,False
71,10,117,6,2,3,5,1,1.5,1.8333333333333333,4,6,2,3.0,6,366,366,366,-0.9677419354838684,0.003525,0.002995,0.4902315890717661,0.4917030780433945,0.4917030780433945,2.0773502691896257,unique_starts,,,,False
72,10,173,26,2,17,7,1,4.0,3.5,5,26,2,13.0,26,0,0,0,0.9999999999999616,0.003525,0.002675,0.4902315890717661,0.5552785381327531,0.5552785381327531,4.242535625036333,unique_starts,,,,False
73,10,238,10,2,6,6,1,3.0,3.0,5,10,2,5.0,10,185,185,185,-0.8974358974358928,0.003525,0.002405,0.4902315890717661,0.511758450797145,0.511758450797145,3.408248290463863,unique_starts,,,,False
74,10,268,15,2,5,8,1,4.0,3.6,5,15,2,7.5,15,0,0,0,0.9999999999999332,0.003525,0.00255,0.4902315890717661,0.4141672653768801,0.4902315890717661,4.447213595499958,unique_starts,,,,False
75,10,281,10,3,6,6,3,5.0,4.5,5,10,3,3.333333333333333,10,2,0,0,0.9999999999999,0.003525,0.003665,0.4902315890717661,0.5278483875793643,0.5278483875793643,5.408248290463863,unique_starts,,,,False
76,10,294,77,9,22,39,1,4.0,3.4285714285714284,5,77,9,8.555555555555555,77,2,0,0,0.9999999999999872,0.003525,0.00253,0.4902315890717661,0.4301411343221721,0.4902315890717661,4.21320071635561,unique_starts,,,,False
77,10,324,443,20,150,158,1,4.0,3.600451467268623,5,443,20,22.15,443,0,0,0,0.9999999999999976,0.003525,0.00328,0.4902315890717661,0.2663563079233178,0.4902315890717661,4.081649658092773,unique_starts,,,,False
78,10,378,31,2,11,11,1,4.0,3.6774193548387095,5,31,2,15.5,31,0,0,0,0.9999999999999678,0.003525,0.00272,0.4902315890717661,0.1971759073948459,0.4902315890717661,4.301511344577763,unique_starts,,,,False
79,10,387,180,15,60,81,1,3.0,3.3222222222222224,5,180,15,12.0,180,101,101,101,0.2811387900355862,0.003525,0.002385,0.4902315890717661,0.4606692057569812,0.4902315890717661,3.1290994448735807,unique_starts,,,,False
80,10,462,99,8,35,37,1,4.0,3.555555555555556,5,99,8,12.375,99,0,0,0,0.99999999999999,0.003525,0.00335,0.4902315890717661,0.2947876642418097,0.4902315890717661,4.169030850945704,unique_starts,,,,False
81,10,497,152,11,63,54,1,4.0,3.75,5,152,11,13.818181818181818,152,0,0,0,0.9999999999999934,0.003525,0.002475,0.4902315890717661,0.38931556663492,0.4902315890717661,4.125988157669743,unique_starts,,,,False
82,12,6,11,2,7,6,1,2.0,2.0,3,11,2,5.5,11,0,0,0,0.9999999999999092,0.001385,0.003095,0.4384383999003179,0.4215200937307808,0.4384383999003179,2.3779644730092278,unique_starts,,,,False
83,12,58,3,3,3,3,2,2.0,2.0,2,3,3,1.0,3,0,0,0,0.9999999999996666,0.001385,0.0027,0.4384383999003179,0.3328416238160545,0.4384383999003179,2.5773502691896257,unique_starts,,,,False
84,12,113,13,5,9,8,3,4.0,4.307692307692308,5,13,5,2.6,13,0,0,0,0.9999999999999232,0.001385,0.00241,0.4384383999003179,0.4272816115380378,0.4384383999003179,4.333333333333333,unique_starts,,,,False
85,12,121,13,12,13,13,1,1.0,1.0,1,13,12,1.0833333333333333,13,0,0,0,0.9999999999999232,0.001385,0.00212,0.4384383999003179,0.6546644199338965,0.6546644199338965,1.277350098112615,unique_starts,,,,False
86,12,144,66,8,15,50,1,3.0,3.272727272727273,5,66,8,8.25,66,0,0,0,0.9999999999999848,0.001385,0.00326,0.4384383999003179,0.3341156701216954,0.4384383999003179,3.258198889747161,unique_starts,,,,False
87,12,243,30,10,14,23,1,2.0,2.566666666666667,5,30,10,3.0,30,0,0,0,0.9999999999999668,0.001385,0.002845,0.4384383999003179,0.513207298120322,0.513207298120322,2.2672612419124243,unique_starts,,,,False
88,12,251,50,10,16,36,1,3.0,3.26,5,50,10,5.0,50,0,0,0,0.99999999999998,0.001385,0.002675,0.4384383999003179,0.5555110650015325,0.5555110650015325,3.25,unique_starts,,,,False
89,12,321,162,17,49,75,1,3.0,3.135802469135802,5,162,17,9.529411764705882,162,0,0,0,0.999999999999994,0.001385,0.00259,0.4384383999003179,0.3190096453265532,0.4384383999003179,3.142857142857143,unique_starts,,,,False
90,12,335,24,6,7,24,1,3.0,3.25,5,24,6,4.0,24,0,0,0,0.9999999999999584,0.001385,0.003265,0.4384383999003179,0.2743316691715026,0.4384383999003179,3.3779644730092278,unique_starts,,,,False
91,12,463,19,18,19,19,1,1.0,1.0,1,19,18,1.0555555555555556,19,0,0,0,0.9999999999999476,0.001385,0.00216,0.4384383999003179,0.6919300385434763,0.6919300385434763,1.2294157338705618,unique_starts,,,,False
92,12,481,164,13,46,86,1,3.0,3.152439024390244,5,164,13,12.615384615384617,164,0,0,0,0.999999999999994,0.001385,0.00295,0.4384383999003179,0.2968473617541891,0.4384383999003179,3.147441956154897,unique_starts,,,,False
93,13,6,36,16,22,30,3,4.0,4.305555555555555,5,36,16,2.25,36,6,6,6,0.7142857142856972,0.001505,0.003095,0.554199568997198,0.4215200937307808,0.554199568997198,4.21320071635561,unique_starts,,,,False
94,13,34,200,76,117,159,1,3.0,2.505,4,200,76,2.631578947368421,200,0,0,0,0.999999999999995,0.001505,0.00163,0.554199568997198,0.5157103559978387,0.554199568997198,3.092450032704205,unique_starts,,,,False
95,13,58,13,8,10,12,3,4.0,4.153846153846154,5,13,8,1.625,13,13,13,13,0.0,0.001505,0.0027,0.554199568997198,0.3328416238160545,0.554199568997198,4.316227766016838,unique_starts,,,,False
96,13,169,62,21,34,48,2,4.0,4.161290322580645,5,62,21,2.952380952380953,62,7,7,7,0.7971014492753509,0.001505,0.003075,0.554199568997198,0.5772946527520272,0.5772946527520272,4.171498585142508,unique_starts,,,,False
97,13,243,113,34,55,92,3,4.0,4.283185840707965,5,113,34,3.323529411764706,113,1,0,0,0.9999999999999912,0.001505,0.002845,0.554199568997198,0.513207298120322,0.554199568997198,4.134839972492649,unique_starts,,,,False
98,13,256,132,69,109,105,1,3.0,2.765151515151515,4,132,69,1.9130434782608696,132,0,0,0,0.9999999999999925,0.001505,0.001515,0.554199568997198,0.4894931187773441,0.554199568997198,3.095782628522115,unique_starts,,,,False
99,13,262,18,3,8,16,3,4.0,4.333333333333333,5,18,3,6.0,18,4,4,4,0.6363636363636075,0.001505,0.00278,0.554199568997198,0.3995505808677091,0.554199568997198,4.353553390593274,unique_starts,,,,False
100,13,281,49,17,26,44,3,4.0,4.387755102040816,5,49,17,2.8823529411764706,49,9,9,9,0.6896551724137812,0.001505,0.003665,0.554199568997198,0.5278483875793643,0.554199568997198,4.196116135138184,unique_starts,,,,False
101,13,335,18,8,10,18,4,4.0,4.444444444444445,5,18,8,2.25,18,2,0,0,0.9999999999999444,0.001505,0.003265,0.554199568997198,0.2743316691715026,0.554199568997198,4.316227766016838,unique_starts,,,,False
102,13,353,90,31,51,89,2,2.0,2.488888888888889,3,90,31,2.903225806451613,90,0,0,0,0.9999999999999888,0.001505,0.00139,0.554199568997198,0.451688583295074,0.554199568997198,2.140028008402801,unique_starts,,,,False
103,13,361,3,2,2,3,4,4.0,4.333333333333333,5,3,2,1.5,3,6,6,6,-0.3333333333332963,0.001505,0.002415,0.554199568997198,0.3926546039699585,0.554199568997198,4.707106781186548,unique_starts,,,,False
104,13,433,61,23,31,51,3,4.0,4.229508196721311,5,61,23,2.652173913043478,61,5,5,5,0.8484848484848357,0.001505,0.00295,0.554199568997198,0.4213611471738389,0.554199568997198,4.179605302026775,unique_starts,,,,False
105,13,455,65,21,35,50,3,4.0,4.338461538461538,5,65,21,3.095238095238096,65,3,3,3,0.9117647058823396,0.001505,0.00253,0.554199568997198,0.4184711233173013,0.554199568997198,4.169030850945704,unique_starts,,,,False
106,13,472,149,90,137,135,1,1.0,1.1812080536912752,2,149,90,1.6555555555555554,149,2,0,0,0.9999999999999932,0.001505,0.001335,0.554199568997198,0.433337983035831,0.554199568997198,1.085435765771676,unique_starts,,,,False
107,13,508,20,15,18,19,4,5.0,4.9,5,20,15,1.3333333333333333,20,0,0,0,0.99999999999995,0.001505,0.002235,0.554199568997198,0.4544437919247684,0.554199568997198,5.235702260395516,unique_starts,,,,False
108,16,26,164,10,64,50,1,4.0,3.475609756097561,5,164,10,16.4,164,136,136,136,0.093333333333333,0.00306,0.00219,0.3237475492735773,0.5460267701283138,0.5460267701283138,4.125,unique_starts,,,,False
109,16,46,83,11,39,37,1,4.0,3.819277108433735,5,83,11,7.545454545454546,83,4,0,0,0.999999999999988,0.00306,0.00281,0.3237475492735773,0.3772427018822419,0.3772427018822419,4.160128153805087,unique_starts,,,,False
110,16,238,120,7,43,49,1,4.0,3.7,5,120,7,17.142857142857142,120,13,0,0,0.9999999999999916,0.00306,0.002405,0.3237475492735773,0.511758450797145,0.511758450797145,4.152498570332605,unique_starts,,,,False
111,16,324,5,3,4,5,1,1.0,1.2,2,5,3,1.6666666666666667,5,33,33,33,-0.7368421052631384,0.00306,0.00328,0.3237475492735773,0.2663563079233178,0.3237475492735773,1.5,unique_starts,,,,False
112,16,328,281,18,105,92,1,4.0,3.597864768683274,5,281,18,15.61111111111111,281,0,0,0,0.9999999999999964,0.00306,0.00278,0.3237475492735773,0.4464995292574605,0.4464995292574605,4.097590007294853,unique_starts,,,,False
113,16,382,65,6,32,21,1,3.0,3.3384615384615386,5,65,6,10.833333333333334,65,2,0,0,0.9999999999999848,0.00306,0.00306,0.3237475492735773,0.4358051523872219,0.4358051523872219,3.176776695296637,unique_starts,,,,False
114,16,430,23,7,15,15,3,5.0,4.608695652173913,5,23,7,3.2857142857142856,23,0,0,0,0.9999999999999566,0.00306,0.00263,0.3237475492735773,0.4717865738687937,0.4717865738687937,5.258198889747161,unique_starts,,,,False
115,16,462,11,3,4,9,1,2.0,2.4545454545454546,5,11,3,3.6666666666666665,11,178,178,178,-0.8835978835978789,0.00306,0.00335,0.3237475492735773,0.2947876642418097,0.3237475492735773,2.5,unique_starts,,,,False
116,16,487,155,10,66,43,1,4.0,3.4838709677419355,5,155,10,15.5,155,263,263,263,-0.2583732057416261,0.00306,0.00309,0.3237475492735773,0.5490151345006965,0.5490151345006965,4.123091490979332,unique_starts,,,,False
117,21,12,32,22,26,32,4,5.0,4.8125,5,32,22,1.4545454545454546,32,0,0,0,0.9999999999999688,0.001335,0.001385,0.4639109568303375,0.4384383999003179,0.4639109568303375,5.196116135138184,unique_starts,,,,False
118,21,31,148,57,72,146,1,2.0,1.7027027027027026,4,148,57,2.5964912280701755,148,0,0,0,0.9999999999999932,0.001335,0.001575,0.4639109568303375,0.4912104972650528,0.4912104972650528,2.117851130197758,unique_starts,,,,False
119,21,74,130,77,105,129,2,3.0,3.076923076923077,5,130,77,1.6883116883116882,130,0,0,0,0.9999999999999925,0.001335,0.001315,0.4639109568303375,0.4908567732544501,0.4908567732544501,3.097590007294853,unique_starts,,,,False
120,21,121,75,59,71,75,4,5.0,4.946666666666666,5,75,59,1.271186440677966,75,0,0,0,0.9999999999999868,0.001335,0.00212,0.4639109568303375,0.6546644199338965,0.6546644199338965,5.118678165819385,unique_starts,,,,False
