cluster,selected,selection_method,density,bottleneck_score,rank_density,rank_bottleneck
181,False,density,0.001805,0.2920102910536395,300,293
182,False,density,0.002065,0.37758937931326364,227,177
183,False,density,0.00183,0.3845255931511842,293,163
184,False,density,0.00261,0.48111071981505993,99,51
185,False,density,0.001485,0.029103720812783188,380,489
186,False,density,0.00126,0.289506985300499,417,296
187,False,density,0.001145,0.024765177748340722,431,493
188,False,density,0.001855,0.3443128424525649,284,224
189,False,density,0.001185,0.07729615955421995,429,471
190,False,density,0.00169,0.1826010373145243,328,417
191,False,density,0.00229,0.36105495008491817,161,201
192,False,density,0.000585,0.20063446464184803,493,399
193,False,density,0.000155,0.009516924672101232,510,500
194,False,density,0.002005,0.3050732798098872,237,279
195,False,density,0.0012,0.3064439062221105,425,277
196,False,density,0.00287,0.3722450412080212,69,183
197,False,density,0.00076,0.0166860751138845,480,498
198,False,density,0.000925,0.1906490287559561,462,405
199,False,density,0.00268,0.6037988148838994,88,12
200,False,density,0.00169,0.3070458813703961,329,275
201,False,density,0.00175,0.28040053718498353,314,306
202,False,density,0.00109,0.12827004854900934,438,457
203,False,density,0.00251,0.4073364900404137,111,135
204,False,density,0.00152,0.28238669790171905,369,303
205,False,density,0.00069,0.4194386274321913,487,113
206,False,density,0.002645,0.445173605122497,93,83
207,True,density,0.002905,0.524288361219831,61,28
208,False,density,0.00182,0.34004698914235315,297,230
209,False,density,0.001525,0.07382110444587862,368,472
210,False,density,0.00157,0.09780046450478747,358,467
211,False,density,0.00039,0.19676483036642306,499,400
212,False,density,0.001495,0.25987027379261673,377,331
213,False,density,0.00257,0.4267347708308602,103,103
214,False,density,0.00152,0.1504050053299243,370,442
215,False,density,0.00101,0.16605213094616605,450,430
216,False,density,0.00166,0.26851104537191206,339,322
217,True,density,0.003145,0.5360899507404493,32,24
218,False,density,0.001955,0.3433851604559426,253,226
219,False,density,0.001905,0.3465261732651029,269,220
220,False,density,0.00174,0.27360562108227715,316,315
221,False,density,0.001905,0.3292049608365275,270,250
222,False,density,0.00284,0.4070915283301094,74,137
223,False,density,0.001925,0.03712252102136411,261,486
224,True,density,0.003435,0.5707160897082866,17,17
225,False,density,0.000915,0.15692594338725585,463,438
226,False,density,0.000385,0.1437780007005821,500,447
227,False,density,0.0025,0.4127699236388708,117,127
228,False,density,0.0024,0.4060624854949222,131,141
229,True,density,0.00306,0.23282203885413782,41,364
230,True,density,0.00344,0.5145793327544896,16,34
231,False,density,0.00225,0.3328472618379923,173,244
232,False,density,0.0021,0.40530023085633704,215,143
233,False,density,0.00191,0.3203473588823263,266,259
234,False,density,0.0024,0.3820463184359171,132,167
235,False,density,0.00028,0.028354785857952612,509,491
236,False,density,0.001695,0.3041086082721078,327,282
237,False,density,0.001965,0.2824658867791724,248,301
238,False,density,0.002405,0.44341771020355547,129,85
239,False,density,0.002245,0.2439437920414393,175,353
240,False,density,0.00261,0.32102136917121216,100,258
241,False,density,0.00195,0.3427554520402022,255,229
242,False,density,0.00172,0.2932030195494564,321,292
243,False,density,0.002845,0.5030075021625952,73,43
244,False,density,0.00236,0.30620777066772453,142,278
245,False,density,0.00107,0.2067867221138473,443,395
246,False,density,0.00238,0.13211113852458142,140,456
247,False,density,0.002885,0.38893120554117333,66,152
248,False,density,0.002135,0.40307672856787113,206,144
249,False,density,0.001305,0.15922441986419444,407,436
250,False,density,0.0009,0.18770134002607014,467,409
251,False,density,0.002675,0.4789443057597529,90,53
252,True,density,0.00348,0.34682890545561396,12,219
253,False,density,0.00182,0.3046073510335969,298,281
254,False,density,0.00156,0.24966818558042975,360,348
255,False,density,0.00203,0.33780044767692624,232,235
256,False,density,0.001515,0.3194630613992499,371,260
257,False,density,0.002185,0.33101971647940204,192,248
258,False,density,0.00251,0.47897758365479304,112,52
259,False,density,0.00102,1.2652610946791039,449,2
260,False,density,0.001595,0.14957438862367517,351,443
261,True,density,0.003005,0.333578830971899,47,242
262,False,density,0.00278,0.4301422720645791,79,99
263,False,density,0.00213,0.4195221898610241,208,112
264,False,density,0.001345,0.11699036922725757,399,460
265,False,density,0.00156,0.24944495955855311,361,349
266,True,density,0.0038,0.6147263486504241,6,9
267,False,density,0.002135,0.25875992742137516,207,334
268,False,density,0.00255,0.4422287315182238,106,86
269,False,density,0.001065,0.17076573088691596,446,424
270,False,density,0.00109,0.33873092180865344,439,232
271,False,density,0.002355,0.44914344030048625,143,78
272,False,density,0.00276,0.3687834442090414,81,190
273,True,density,0.0032,0.5082381256096966,28,39
274,False,density,0.002095,0.30805378892397967,219,272
275,False,density,0.001845,0.3065756105134933,287,276
276,False,density,0.000995,0.1456759882118113,453,445
277,False,density,0.0009,-0.03786525508823893,468,510
278,False,density,0.001495,0.30741536562520494,378,273
279,True,density,0.00293,0.4311761197865682,58,97
280,False,density,0.002285,0.2917334795393912,163,294
281,True,density,0.003665,0.5092404129415662,8,37
282,False,density,0.001445,0.1020369863792709,383,465
283,False,density,0.00216,0.35791299790037845,199,208
284,False,density,0.00168,0.26888903358787797,335,321
285,False,density,0.001305,0.26270362045136114,408,325
286,False,density,0.001875,0.33117409749884286,275,247
287,False,density,0.00209,0.1848428830128812,222,415
288,False,density,0.002855,0.36257461210537356,71,199
289,False,density,0.00141,0.21992552608494725,389,378
290,True,density,0.002905,0.5918513619583137,62,14
291,False,density,0.001995,0.3627280603690173,240,198
292,False,density,0.001825,0.38523853234424343,296,159
293,False,density,0.001115,0.2210468828651243,434,377
294,False,density,0.00253,0.45702518282109794,107,69
295,False,density,0.0004,0.09666270336881155,498,468
296,False,density,0.002385,0.40723142132092494,137,136
297,False,density,0.001635,0.40660562119428445,341,139
298,False,density,0.001935,0.34532567685632454,257,222
299,False,density,0.002525,0.2152399430170863,109,383
300,False,density,0.00191,0.36651281610288594,267,193
301,False,density,0.00186,0.4068780215397627,280,138
302,False,density,0.00104,0.26240640034251317,447,326
303,False,density,0.00247,0.3984554054929012,121,146
304,True,density,0.003015,0.5031614297687527,46,42
305,False,density,0.000325,0.033651367201275664,507,487
306,False,density,0.00231,0.32828652647408774,152,251
307,False,density,0.002215,0.3348256165310429,184,239
308,False,density,0.00172,0.2578847866465264,322,336
309,True,density,0.003055,0.490194332885163,43,48
310,False,density,0.001915,0.21838763429294325,265,379
311,False,density,0.00259,0.41924751940253596,101,114
312,False,density,0.00085,-0.01400129338087798,473,508
313,False,density,0.001605,0.2436041687039265,347,354
314,False,density,0.002295,0.12011192401936749,156,458
315,True,density,0.00307,0.6116487221169922,38,11
316,False,density,0.0025,0.47143766361812534,118,58
317,False,density,0.002415,0.3773014156400226,126,178
318,True,density,0.003055,0.4186334096257299,44,118
319,False,density,0.002245,0.3764940972803103,176,180
320,False,density,0.002285,0.3799871155838397,164,171
321,False,density,0.00259,0.410207811681541,102,130
322,False,density,0.001085,0.22234850240889165,442,374
323,False,density,0.001865,0.33117796957589557,276,246
324,True,density,0.00328,0.3699754489563979,24,189
325,False,density,0.001995,0.32634682453334063,241,254
326,False,density,0.002405,0.24760391769279225,130,351
327,False,density,0.0021,0.28193465241355475,216,304
328,False,density,0.00278,0.47541639210489617,80,55
329,False,density,0.00267,0.4202048511425936,91,109
330,False,density,0.00072,0.24899373021669371,484,350
331,False,density,0.00202,0.2961684634011077,234,287
332,False,density,0.00266,0.4094390535957818,92,132
333,False,density,0.00127,0.2501323472050706,416,346
334,False,density,0.002275,0.3588029472946056,168,206
335,True,density,0.003265,0.3610006316059117,25,202
336,False,density,0.001285,0.23047386657585112,412,365
337,False,density,0.002115,0.3851139789164415,212,160
338,False,density,0.002155,0.2515895314961968,201,344
339,False,density,0.001785,0.2857991684362289,306,298
340,False,density,0.00264,0.38450528758836855,94,164
341,False,density,0.0015,0.27588273722626633,375,312
342,False,density,0.001195,-0.006012810589311725,428,504
343,False,density,0.00204,0.35432723404864086,230,213
344,False,density,0.00193,0.23322356561200303,259,363
345,False,density,0.00213,0.31291540401974505,209,270
346,False,density,0.002195,0.3975870055927157,188,147
347,False,density,0.002635,0.4301911143093171,96,98
348,False,density,0.00217,0.46484629082411283,195,65
349,False,density,0.00154,0.265581711093263,364,324
350,False,density,0.00144,0.2045626887994248,385,396
351,False,density,0.000495,0.1939906077972737,495,403
352,False,density,0.001835,0.3527219513150356,292,216
353,False,density,0.00139,0.30479297115161375,394,280
354,False,density,0.002235,0.3607660103765312,178,203
355,False,density,0.00217,0.41915000622118975,196,116
356,False,density,0.00207,0.3150681927758711,226,269
357,False,density,0.00214,0.14556895877271583,205,446
358,False,density,0.000845,0.07014241081545866,474,474
359,False,density,0.001345,0.22137280546427757,400,376
360,False,density,0.001235,0.3681526522500561,420,192
361,False,density,0.002415,0.46637172221027,127,64
362,False,density,0.002515,0.43746314847981066,110,91
363,False,density,0.001945,0.3369977607619727,256,236
364,False,density,0.002195,0.38345591000732454,189,165
365,False,density,0.00075,0.0288902153736305,483,490
366,False,density,0.0018,0.18132093071278557,302,418
367,False,density,0.0013,-0.0002299637845110114,410,501
368,False,density,0.00036,-0.01149178806596594,501,506
369,False,density,0.001995,0.46867176268303923,242,61
370,False,density,0.00066,0.110079509212748,490,464
371,False,density,0.00072,2.0840511964640234,485,1
372,False,density,0.001885,0.2816663634414211,273,305
373,False,density,0.001765,0.33836652522839583,311,233
374,False,density,0.000635,0.058413156856060855,491,479
375,False,density,0.002455,0.4177136846988496,122,119
376,False,density,0.00193,0.3724636266448362,260,182
377,False,density,0.00055,0.04231517359855426,494,482
378,False,density,0.00272,0.2777287834609081,83,309
379,False,density,0.00138,0.22966135697086837,396,367
380,False,density,0.001205,0.169078986654213,424,427
381,False,density,0.001595,0.27703650193913154,352,310
382,True,density,0.00306,0.5199898056530448,42,31
383,True,density,0.00295,0.4848745245776557,54,49
384,False,density,0.001705,0.37896496160047705,324,173
385,True,density,0.00381,0.5681285559976821,5,18
386,False,density,0.001555,0.02576061899452088,362,492
387,False,density,0.002385,0.4774341592054532,138,54
388,False,density,0.00235,0.33604504374433186,144,238
389,False,density,0.002875,0.26183149724248034,68,328
390,False,density,0.00231,0.38114049555434715,153,168
391,False,density,0.0019,0.27883905558501487,272,307
392,False,density,0.001005,0.2074367165891868,452,394
393,False,density,0.000355,0.054296000521542126,503,480
394,False,density,0.00199,0.27093290282249705,243,317
395,False,density,0.00179,0.38101877515748506,304,169
396,False,density,0.00035,0.06037045729019522,504,478
397,False,density,0.0024,0.38965714718221767,133,151
398,True,density,0.00324,0.5083017783607614,27,38
399,False,density,0.00128,0.1330523637922488,413,454
400,False,density,0.00183,0.1346674111981061,294,453
401,False,density,0.001625,0.10124947422795813,343,466
402,False,density,0.00217,0.46658158439562264,197,62
403,False,density,0.00101,0.13759851064765938,451,451
404,False,density,0.00219,0.49540009610475444,191,45
405,False,density,0.001965,0.4299000543804202,249,100
406,False,density,0.002805,0.5354403056091888,76,25
407,False,density,0.00146,0.3072157253684568,382,274
408,False,density,0.001965,0.2736204861077419,250,314
409,False,density,0.00128,0.259506491096278,414,332
410,False,density,0.002505,0.5045878099035421,115,41
411,False,density,0.0024,0.21574737253453455,134,381
412,False,density,0.0012,0.1849071520665575,426,414
413,False,density,0.00231,0.36871784162618637,154,191
414,False,density,0.002705,0.444193970109502,86,84
415,False,density,0.00186,0.4019911247264064,281,145
416,False,density,0.00153,0.21552988731471762,366,382
417,False,density,0.00107,0.08468277263240748,444,469
418,False,density,0.00083,0.16859217744241856,476,429
419,False,density,0.001105,0.171797821812151,435,422
420,False,density,0.00149,0.2569497732392729,379,339
421,False,density,0.001705,0.20783511727229576,325,393
422,False,density,0.001375,0.2377620006553734,397,359
423,False,density,0.00199,0.3175141282704288,244,264
424,False,density,0.001685,0.3369851800580238,333,237
425,False,density,0.002055,0.4213664300323634,229,107
426,False,density,0.00184,0.34719772737994026,290,217
427,False,density,0.002075,0.3565834975247944,223,210
428,False,density,0.001345,0.21106089693895114,401,389
429,True,density,0.0033,0.6326307247072286,23,7
430,False,density,0.00263,0.46441385862826323,98,66
431,False,density,0.0012,0.11312898761766464,427,462
432,True,density,0.002895,0.3846207318000883,63,161
433,True,density,0.00295,0.4292230112716956,55,102
434,False,density,0.0013,0.18570629672447542,411,411
435,False,density,0.002,0.38754910182325686,238,154
436,False,density,0.00154,0.2988612039504548,365,284
437,False,density,0.00177,0.24237789425969308,309,356
438,False,density,0.001245,0.139301768522344,418,450
439,False,density,0.002185,0.35627837732945167,193,211
440,False,density,0.002505,0.4341167441743763,116,96
441,False,density,0.002275,0.2466754703798854,169,352
442,False,density,0.001445,0.22321596803837157,384,373
443,False,density,0.00169,0.35839228044904237,330,207
444,False,density,0.00186,0.3711090130171952,282,187
445,False,density,0.00093,0.16333724675479602,461,432
446,False,density,0.00141,0.26923675464201813,390,320
447,False,density,0.002265,0.3867985892417394,171,155
448,False,density,0.001615,0.21256260364054183,344,387
449,False,density,0.00181,0.31205026690416593,299,271
450,False,density,0.000995,-0.007274562116265468,454,505
451,False,density,0.00094,-0.0023270459426101633,460,502
452,False,density,0.00176,0.28240875805372495,313,302
453,False,density,0.001565,0.16938429775416727,359,426
454,False,density,0.00096,0.14769640713537296,459,444
455,False,density,0.00253,0.4144567951980819,108,126
456,False,density,0.00035,0.03113118368165625,505,488
457,False,density,0.00183,0.33016761186136756,295,249
458,False,density,0.002035,0.3449492346837274,231,223
459,False,density,0.00036,0.03772253794546948,502,485
460,False,density,0.00221,0.17404387543503308,185,420
461,False,density,0.001575,0.19474046592589253,356,402
462,True,density,0.00335,0.4369844699041293,21,92
463,False,density,0.00216,0.4220010861783243,200,106
464,False,density,0.001725,0.1904999511148425,318,406
465,False,density,0.00144,0.2541504583029339,386,341
466,False,density,0.000905,0.13219336427734052,465,455
467,False,density,0.001865,0.2784268160142842,277,308
468,False,density,0.000835,0.04107713405427376,475,483
469,False,density,0.001805,0.2950695704646393,301,288
470,False,density,0.00222,0.3906921039601016,182,149
471,False,density,0.002075,0.3787581681329448,224,175
472,False,density,0.001335,0.2708741239951356,403,318
473,False,density,0.001865,0.3566225288763147,278,209
474,False,density,0.002335,0.48432992686181164,147,50
475,False,density,0.001925,0.16316741520960748,262,433
476,False,density,0.00109,0.16867238825272649,440,428
477,False,density,0.001775,0.25781910051215173,307,337
478,False,density,0.002385,0.43437738552126504,139,95
479,False,density,0.00188,0.3657196036223152,274,194
480,False,density,0.001605,0.2987756243709868,348,285
481,True,density,0.00295,0.3834098207589821,56,166
482,False,density,0.00184,0.3717992441030107,291,184
483,False,density,0.000865,0.15947676832562213,472,435
484,False,density,0.001235,0.2350743464614034,421,361
485,False,density,0.002155,0.5128060678579048,202,36
486,False,density,0.00078,-0.017205629837919408,478,509
487,True,density,0.00309,0.5199015695248265,35,32
488,False,density,0.001465,0.2608663370743529,381,329
489,False,density,0.001985,0.3747656027425098,245,181
490,False,density,0.0011,0.20418756048192438,436,397
491,False,density,0.002265,0.17142203339002585,172,423
492,False,density,0.001725,0.3251916880941145,319,255
493,False,density,0.00239,0.3184003667576677,136,263
494,False,density,0.002885,0.45801881489839813,67,67
495,False,density,0.0024,0.42015630907926294,135,110
496,False,density,0.002565,0.4089978101507532,105,133
497,False,density,0.002475,0.4094813042973718,120,131
498,False,density,0.000995,0.22809920669013603,455,369
499,False,density,0.001765,-0.07463824962312282,312,511
500,False,density,0.00264,0.4383034979058573,95,90
501,False,density,0.00196,0.21288955336632256,251,386
502,False,density,0.00221,0.35429350973697327,186,214
503,False,density,0.00123,0.0731018231931543,422,473
504,False,density,0.001395,0.32385537565561945,393,257
505,False,density,0.002375,0.4059966758656448,141,142
506,False,density,0.00169,0.2680883548448302,331,323
507,False,density,0.00222,0.23721826285106218,183,360
508,False,density,0.002235,0.4240891428771031,179,104
509,False,density,0.002315,0.45536456046849,151,72
510,False,density,0.00177,0.2731838841038326,310,316
511,False,density,0.0009,0.15301142863692152,469,440
