query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id
50,3,147,True,6,54.8220965319217,3 4 26 46 87 107 147,5 28 53 74,50
51,139,212,False,0,inf,,,51
52,238,133,False,0,inf,,,52
53,386,301,True,16,150.57056973791518,386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 261 301,304 306 307 294 280 254 233 203 155 145 141 186 184 231,53
54,327,260,False,0,inf,,,54
55,23,120,True,9,85.56622559012774,23 4 26 46 86 126 124 123 121 120,5 28 52 70 95 90 88,55
56,358,273,False,0,inf,,,56
57,4,52,True,6,52.61668127539064,4 6 7 9 29 31 52,7 11 17 39,57
58,186,235,True,5,50.98408900562222,186 207 209 231 233 235,147 160 209,58
59,223,123,True,7,61.753979848946194,223 204 206 186 166 146 124 123,133 136 121 109 102,59
60,107,210,True,5,44.43180794560478,107 146 187 207 208 210,108 130 146,60
61,358,353,False,0,inf,,,61
62,380,392,False,0,inf,,,62
63,209,198,False,0,inf,,,63
64,261,347,False,0,inf,,,64
65,299,393,False,0,inf,,,65
66,138,232,False,0,inf,,,66
67,46,52,True,6,51.643834065800675,46 27 7 9 29 31 52,31 11 17 39,67
68,152,238,False,0,inf,,,68
69,9,127,True,4,37.605956747574155,9 27 47 87 127,34 58,69
70,24,53,True,7,60.696176914161995,24 26 7 9 29 31 32 53,26 11 17 39 43,70
71,233,220,True,7,66.21808227635346,233 231 209 207 206 224 222 220,203 155 145 141 186,71
72,19,13,False,0,inf,,,72
73,19,32,False,0,inf,,,73
74,155,235,False,0,inf,,,74
75,301,227,True,6,60.06286509905058,301 281 241 222 224 226 227,251 230 183 187,75
76,4,52,True,6,52.61668127539064,4 6 7 9 29 31 52,7 11 17 39,76
77,18,13,False,0,inf,,,77
78,201,126,True,7,61.68473072645546,201 222 204 206 186 166 146 126,181 133 136 121 109,78
79,218,133,False,0,inf,,,79
80,58,10,False,0,inf,,,80
81,158,232,True,6,54.2766671101331,158 198 218 236 235 233 232,132 178 228 225,81
82,135,216,False,0,inf,,,82
83,318,392,False,0,inf,,,83
84,3,52,True,7,62.75810263162795,3 4 6 7 9 29 31 52,4 7 11 17 39,84
85,286,392,False,0,inf,,,85
86,299,232,False,0,inf,,,86
87,213,146,True,6,52.77960451820523,213 231 209 208 187 167 146,203 156 149 127,87
88,13,1,True,8,69.97847345947731,13 32 31 29 27 26 4 3 1,46 42 38 32 24 3,88
89,229,178,False,0,inf,,,89
90,304,369,False,0,inf,,,90
91,226,300,True,5,49.78076953066194,226 224 222 241 281 300,186 184 232,91
92,383,303,True,18,171.20443986845387,383 384 386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 281 303,300 302 304 306 307 294 280 254 233 203 155 145 141 186 184 232,92
93,347,353,False,0,inf,,,93
94,158,232,True,6,54.2766671101331,158 198 218 236 235 233 232,132 178 228 225,94
95,4,121,True,7,65.1502004429588,4 26 46 86 126 124 123 121,28 52 70 95 90,95
96,398,312,False,0,inf,,,96
97,146,40,False,0,inf,,,97
98,20,123,True,9,85.55822280464088,20 1 3 4 26 46 86 126 124 123,0 2 5 28 52 70 95,98
99,393,213,True,6,58.62944865972809,393 372 332 292 252 232 213,294 280 254 234,99
100,347,261,False,0,inf,,,100
101,146,41,False,0,inf,,,101
102,238,313,True,6,54.72774889348216,238 236 235 233 273 293 313,228 225 223 250,102
103,46,140,True,6,57.76549287333788,46 86 126 124 123 121 140,70 95 90 88,103
104,280,207,True,6,56.634576782653234,280 261 241 222 224 226 207,239 230 183 187,104
105,221,233,True,7,68.27713616417509,221 222 204 206 207 209 231 233,181 133 139 147 160,105
106,13,87,True,6,53.60533432228002,13 32 31 29 27 47 87,46 42 38 34,106
107,156,158,True,1,10.0,156 158,,107
108,383,260,True,17,160.79619157799002,383 384 386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 260,300 302 304 306 307 294 280 254 233 203 155 145 141 186 184,108
109,390,341,True,14,133.6010221771737,390 372 332 292 252 231 209 207 206 224 222 241 281 301 341,294 280 254 233 203 155 145 141 186 184 232 253,109
110,333,346,False,0,inf,,,110
111,301,226,True,5,49.80466620930342,301 281 241 222 224 226,251 230 183,111
112,41,146,False,0,inf,,,112
113,124,7,True,6,51.52577750678232,124 126 106 86 46 26 7,93 76 65 48,113
114,384,260,True,16,150.56677584411946,384 386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 260,302 304 306 307 294 280 254 233 203 155 145 141 186 184,114
115,399,292,False,0,inf,,,115
116,273,166,True,6,55.88395049310749,273 252 231 209 208 187 166,233 203 156 149,116
117,398,313,False,0,inf,,,117
118,306,393,False,0,inf,,,118
119,236,135,False,0,inf,,,119
120,19,12,False,0,inf,,,120
121,393,319,False,0,inf,,,121
122,136,235,False,0,inf,,,122
123,359,353,False,0,inf,,,123
124,136,216,False,0,inf,,,124
125,87,1,True,6,52.47982864930739,87 67 46 26 4 3 1,60 48 24 3,125
126,133,218,False,0,inf,,,126
127,283,203,True,5,44.50103051475551,283 301 281 241 221 203,266 251 229,127
128,58,9,False,0,inf,,,128
129,224,124,True,6,48.10020206682062,224 226 206 186 166 146 124,188 136 121 109,129
130,312,206,True,6,59.37471309774746,312 292 252 231 209 207 206,254 233 203 155,130
131,1,144,True,7,65.22214004115293,1 3 4 26 46 86 126 144,2 5 28 52 70,131
132,167,8,True,6,52.268300213894975,167 127 106 86 46 26 8,98 76 65 48,132
133,346,260,False,0,inf,,,133
134,78,9,False,0,inf,,,134
135,369,272,True,5,51.39040279877477,369 390 372 332 292 272,307 294 280,135
136,306,381,False,0,inf,,,136
137,358,252,False,0,inf,,,137
138,224,341,True,5,46.65503760927128,224 222 241 281 301 341,184 232 253,138
139,144,210,True,5,44.43180794560478,144 146 187 207 208 210,108 130 146,139
140,381,285,False,0,inf,,,140
141,340,204,True,6,57.17369666432785,340 341 301 281 241 222 204,285 266 251 230,141
142,121,46,True,6,51.20056843019686,121 123 124 126 106 86 46,89 91 93 76,142
143,201,127,True,6,54.70397555854687,201 222 204 206 187 167 127,181 133 137 127,143
144,307,380,False,0,inf,,,144
145,392,381,True,15,144.04823577267365,392 372 332 292 252 231 209 207 206 224 222 241 281 301 341 381,294 280 254 233 203 155 145 141 186 184 232 253 267,145
146,346,346,True,0,0.0,346,,146
147,381,306,False,0,inf,,,147
148,135,235,False,0,inf,,,148
149,1,12,True,7,61.34628563616871,1 3 4 6 7 9 10 12,2 4 7 11 15,149
150,261,229,True,6,59.8935309698211,261 241 222 204 206 208 229,230 181 133 140,150
151,381,306,False,0,inf,,,151
152,386,301,True,16,150.57056973791518,386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 261 301,304 306 307 294 280 254 233 203 155 145 141 186 184 231,152
153,235,155,False,0,inf,,,153
154,59,9,False,0,inf,,,154
155,7,55,True,6,50.53068719144724,7 9 29 31 32 53 55,17 39 43 47,155
156,198,229,True,6,57.406600200179724,198 218 236 235 233 231 229,178 228 225 219,156
157,381,392,False,0,inf,,,157
158,4,126,True,4,37.523382618677246,4 26 46 86 126,28 52,158
159,272,187,True,5,46.67982634787556,272 252 231 209 208 187,233 203 156,159
160,224,303,True,4,39.62646618069985,224 222 241 281 303,184 232,160
161,241,347,False,0,inf,,,161
162,221,380,False,0,inf,,,162
163,9,126,True,4,38.56637233116,9 27 46 86 126,33 52,163
164,300,387,True,16,151.3614234391072,300 281 241 222 204 206 207 209 231 252 292 313 353 372 390 389 387,251 230 181 133 139 147 160 210 238 259 277 292 297 308,164
165,86,187,True,3,27.0188679245283,86 126 146 187,97,165
166,67,120,True,6,55.4108502096159,67 107 126 124 123 121 120,85 95 90 88,166
167,261,166,True,6,56.76578992377422,261 241 222 204 206 186 166,230 181 133 136,167
168,232,393,True,6,51.57050127337061,232 252 292 312 332 352 393,238 258 271 283,168
169,386,301,True,16,150.57056973791518,386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 261 301,304 306 307 294 280 254 233 203 155 145 141 186 184 231,169
170,381,221,False,0,inf,,,170
171,221,127,True,6,54.70397555854687,221 222 204 206 187 167 127,181 133 137 127,171
172,229,124,True,5,41.16058286950357,229 207 187 167 146 124,144 127 114,172
173,318,392,False,0,inf,,,173
174,126,10,True,7,62.27505405736838,126 106 86 46 27 7 9 10,76 65 49 31 11,174
175,327,261,False,0,inf,,,175
176,46,52,True,6,51.643834065800675,46 27 7 9 29 31 52,31 11 17 39,176
177,199,273,True,5,47.259158244024825,199 218 236 235 233 273,178 228 225,177
178,284,204,False,0,inf,,,178
179,358,352,False,0,inf,,,179
180,381,392,False,0,inf,,,180
181,367,301,True,15,140.43189468885888,367 389 390 372 332 292 252 231 209 207 206 224 222 241 261 301,306 307 294 280 254 233 203 155 145 141 186 184 231,181
182,272,389,True,6,54.85975051137589,272 293 313 353 372 390 389,264 277 292 297,182
183,392,381,True,15,144.04823577267365,392 372 332 292 252 231 209 207 206 224 222 241 281 301 341 381,294 280 254 233 203 155 145 141 186 184 232 253 267,183
184,393,286,False,0,inf,,,184
185,389,273,True,5,51.39040279877477,389 390 372 332 292 273,307 294 280,185
186,307,381,False,0,inf,,,186
187,390,316,True,5,48.80727582740572,390 372 332 313 315 316,294 282 275,187
188,18,12,False,0,inf,,,188
189,387,300,True,15,143.82003002965502,387 389 390 372 332 292 252 231 209 207 206 224 222 241 281 300,306 307 294 280 254 233 203 155 145 141 186 184 232,189
190,53,3,True,7,62.9635960647214,53 32 31 29 27 26 4 3,46 42 38 32 24,190
191,127,4,True,5,44.50103897198255,127 106 86 46 26 4,76 65 48,191
192,393,232,True,5,51.60191413387921,393 372 332 292 252 232,294 280 254,192
193,47,227,True,6,55.90524303450903,47 87 106 146 187 207 227,73 81 108 130,193
194,227,301,True,6,56.559300856532474,227 226 224 222 241 261 301,190 186 184 231,194
195,239,227,True,7,67.51200945551867,239 218 236 235 233 231 229 227,178 228 225 219 206,195
196,341,389,True,16,151.36936374151315,341 301 281 241 222 204 206 207 209 231 252 292 313 353 372 390 389,266 251 230 181 133 139 147 160 210 238 259 277 292 297,196
197,352,358,False,0,inf,,,197
198,280,386,True,17,158.08220632120984,280 261 241 222 204 206 207 209 231 252 292 313 353 372 390 389 387 386,239 230 181 133 139 147 160 210 238 259 277 292 297 308 305,198
199,81,167,True,5,47.51691275228729,81 121 123 124 146 167,87 89 92,199
200,384,304,False,0,inf,,,200
201,226,301,True,5,46.39263418986581,226 224 222 241 261 301,186 184 231,201
202,383,353,True,7,64.63198911985164,383 384 386 387 389 390 372 353,300 302 304 306 307,202
203,280,386,True,17,158.08220632120984,280 261 241 222 204 206 207 209 231 252 292 313 353 372 390 389 387 386,239 230 181 133 139 147 160 210 238 259 277 292 297 308 305,203
204,358,352,False,0,inf,,,204
205,223,86,True,8,65.35500332257064,223 204 206 186 166 146 126 106 86,133 136 121 109 103 93,205
206,52,47,True,4,39.55204212896493,52 31 29 27 47,42 38,206
207,223,236,True,8,77.15106073520307,223 204 206 208 210 232 233 235 236,133 140 152 167 215 221,207
208,347,353,False,0,inf,,,208
209,346,241,False,0,inf,,,209
210,341,390,True,15,141.11936374151315,341 301 281 241 222 204 206 207 209 231 252 292 313 353 372 390,266 251 230 181 133 139 147 160 210 238 259 277 292,210
211,384,303,True,17,160.97502413458332,384 386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 281 303,302 304 306 307 294 280 254 233 203 155 145 141 186 184 232,211
212,106,203,True,5,47.63718089972264,106 146 187 206 204 203,108 129 138,212
213,75,6,True,6,54.52417442339961,75 53 32 31 29 7 6,59 46 42 35,213
214,381,392,False,0,inf,,,214
215,387,313,True,5,47.82492955024238,387 389 390 372 332 313,306 307 294,215
216,303,389,True,15,144.3482678218078,303 281 241 222 204 206 207 209 231 252 292 313 353 372 390 389,251 230 181 133 139 147 160 210 238 259 277 292 297,216
217,212,318,False,0,inf,,,217
218,341,347,False,0,inf,,,218
219,0,12,True,8,71.48236839965666,0 1 3 4 6 7 9 10 12,0 2 4 7 11 15,219
220,381,392,False,0,inf,,,220
221,87,224,True,5,45.464495203860565,87 127 146 187 206 224,101 108 129,221
222,40,66,False,0,inf,,,222
223,389,272,True,5,51.39040279877477,389 390 372 332 292 272,307 294 280,223
224,121,47,True,7,58.30344644830803,121 123 124 126 107 87 67 47,89 91 94 83 71,224
225,392,381,True,15,144.04823577267365,392 372 332 292 252 231 209 207 206 224 222 241 281 301 341 381,294 280 254 233 203 155 145 141 186 184 232 253 267,225
226,381,306,False,0,inf,,,226
227,10,147,True,6,54.576654129111176,10 9 27 47 67 107 147,16 34 57 64,227
228,315,215,True,4,37.52926028679903,315 293 273 233 215,261 246,228
229,358,272,False,0,inf,,,229
230,347,241,False,0,inf,,,230
231,100,7,True,9,78.84419689822892,100 121 123 124 126 106 86 46 26 7,87 89 91 93 76 65 48,231
232,236,295,True,5,47.712193990834734,236 235 233 273 293 295,225 223 250,232
233,30,41,False,0,inf,,,233
234,124,7,True,6,51.52577750678232,124 126 106 86 46 26 7,93 76 65 48,234
235,29,41,False,0,inf,,,235
236,144,6,True,7,58.54927604110695,144 146 126 106 86 46 26 6,103 93 76 65 48,236
237,78,9,False,0,inf,,,237
238,298,392,False,0,inf,,,238
239,295,235,True,4,37.52926028679903,295 293 273 233 235,261 246,239
240,218,227,True,6,57.36125378322979,218 236 235 233 231 229 227,228 225 219 206,240
241,40,9,False,0,inf,,,241
242,39,12,False,0,inf,,,242
243,1,12,True,7,61.34628563616871,1 3 4 6 7 9 10 12,2 4 7 11 15,243
244,86,1,True,5,44.39817899121463,86 46 26 4 3 1,48 24 3,244
245,41,9,False,0,inf,,,245
246,158,212,True,6,54.2766671101331,158 198 218 236 235 233 212,132 178 228 225,246
247,6,101,True,8,75.28887549201512,6 26 46 86 126 124 123 121 101,28 52 70 95 90 88,247
248,24,147,True,5,44.544746433809095,24 26 46 87 107 147,28 53 74,248
249,12,107,True,6,51.286685942838844,12 10 9 27 47 67 107,18 16 34 57,249
250,10,41,False,0,inf,,,250
251,287,393,False,0,inf,,,251
252,123,6,True,7,61.66061747927497,123 124 126 106 86 46 26 6,91 93 76 65 48,252
253,340,390,True,16,151.6967140107028,340 341 301 281 241 222 204 206 207 209 231 252 292 313 353 372 390,285 266 251 230 181 133 139 147 160 210 238 259 277 292,253
254,126,201,True,6,57.81867209602318,126 146 187 206 224 222 201,108 129 141 186,254
255,52,3,True,6,55.938910349790845,52 31 29 27 26 4 3,42 38 32 24,255
256,238,313,True,6,54.72774889348216,238 236 235 233 273 293 313,228 225 223 250,256
257,1,124,True,7,65.22214004115293,1 3 4 26 46 86 126 124,2 5 28 52 70,257
258,306,392,False,0,inf,,,258
259,232,200,True,7,68.04983726993743,232 210 208 226 224 222 221 200,161 153 190 186 182,259
260,384,284,False,0,inf,,,260
261,12,1,True,7,60.63689557163724,12 10 9 27 26 4 3 1,18 16 32 24 3,261
262,7,80,False,0,inf,,,262
263,167,80,False,0,inf,,,263
264,18,12,False,0,inf,,,264
265,155,235,False,0,inf,,,265
266,30,126,True,5,48.78997912890998,30 9 27 46 86 126,16 33 52,266
267,9,41,False,0,inf,,,267
268,143,186,True,3,30.333333333333336,143 124 146 186,92,268
269,312,226,True,6,57.127039943375514,312 292 252 231 209 208 226,254 233 203 156,269
270,187,261,True,5,49.6082235005936,187 206 224 222 241 261,141 186 184,270
271,200,146,True,7,61.69002110784776,200 221 222 204 206 186 166 146,179 181 133 136 121,271
272,219,313,True,7,64.87850456577104,219 218 236 235 233 273 293 313,178 228 225 223 250,272
273,9,26,True,2,20.0,9 7 26,,273
274,261,186,True,5,49.73541708681268,261 241 222 204 206 186,230 181 133,274
275,352,383,True,7,64.58329255827428,352 372 390 389 387 386 384 383,297 308 305 303 301,275
276,55,6,True,6,54.52417442339961,55 53 32 31 29 7 6,59 46 42 35,276
277,100,6,True,9,78.84419689822892,100 121 123 124 126 106 86 46 26 6,87 89 91 93 76 65 48,277
278,272,224,True,6,54.9540648236656,272 252 231 209 207 206 224,233 203 155 145,278
279,139,232,False,0,inf,,,279
280,55,33,True,2,20.0,55 53 33,,280
281,221,381,True,5,47.88403331453525,221 241 281 301 341 381,232 253 267,281
282,3,120,True,9,85.56622559012774,3 4 26 46 86 126 124 123 121 120,5 28 52 70 95 90 88,282
283,41,10,False,0,inf,,,283
284,53,4,True,6,52.61004267412813,53 32 31 29 27 26 4,46 42 38 32,284
285,218,152,False,0,inf,,,285
286,353,347,False,0,inf,,,286
287,381,287,False,0,inf,,,287
288,87,224,True,5,45.464495203860565,87 127 146 187 206 224,101 108 129,288
289,318,312,False,0,inf,,,289
290,136,235,False,0,inf,,,290
291,141,47,True,8,68.47011311497471,141 121 123 124 126 107 87 67 47,87 89 91 94 83 71,291
292,75,7,True,5,44.235499288804796,75 53 32 31 29 7,59 46 42,292
293,40,146,False,0,inf,,,293
294,233,392,True,6,51.65174656393248,233 273 293 313 353 372 392,250 264 277 292,294
295,232,318,False,0,inf,,,295
296,201,380,False,0,inf,,,296
297,387,313,True,5,47.82492955024238,387 389 390 372 332 313,306 307 294,297
298,218,312,True,6,54.72774889348216,218 236 235 233 273 293 312,228 225 223 250,298
299,143,0,True,10,89.17811946312413,143 124 126 106 86 46 26 4 3 1 0,91 93 76 65 48 24 3 1,299
300,4,141,True,7,65.1502004429588,4 26 46 86 126 124 123 141,28 52 70 95 90,300
301,55,7,True,5,44.235499288804796,55 53 32 31 29 7,59 46 42,301
302,0,124,True,8,75.35822280464087,0 1 3 4 26 46 86 126 124,0 2 5 28 52 70,302
303,261,229,True,6,59.8935309698211,261 241 222 204 206 208 229,230 181 133 140,303
304,312,232,True,3,30.44721359549996,312 292 252 232,254,304
305,298,233,False,0,inf,,,305
306,156,235,False,0,inf,,,306
307,4,53,True,7,59.653002911005245,4 6 7 9 29 31 32 53,7 11 17 39 43,307
308,6,187,True,6,54.95049883366941,6 26 46 86 126 146 187,28 52 70 97,308
309,286,381,False,0,inf,,,309
310,381,392,False,0,inf,,,310
311,233,318,False,0,inf,,,311
312,359,353,False,0,inf,,,312
313,139,213,False,0,inf,,,313
314,227,47,True,9,69.24775189705184,227 206 186 166 146 127 107 87 67 47,136 121 109 104 99 83 71,314
315,23,120,True,9,85.56622559012774,23 4 26 46 86 126 124 123 121 120,5 28 52 70 95 90 88,315
316,55,6,True,6,54.52417442339961,55 53 32 31 29 7 6,59 46 42 35,316
317,293,218,True,5,47.73833083990372,293 273 233 235 236 218,246 221 226,317
318,341,224,True,5,46.59634639513823,341 301 281 241 222 224,266 251 230,318
319,224,124,True,6,48.10020206682062,224 226 206 186 166 146 124,188 136 121 109,319
320,273,212,True,2,20.0,273 233 212,,320
321,121,4,True,8,68.67753023156226,121 123 124 126 106 86 46 26 4,89 91 93 76 65 48,321
322,307,360,False,0,inf,,,322
323,21,144,True,8,75.35822280464087,21 1 3 4 26 46 86 126 144,0 2 5 28 52 70,323
324,121,4,True,8,68.67753023156226,121 123 124 126 106 86 46 26 4,89 91 93 76 65 48,324
325,392,381,True,15,144.04823577267365,392 372 332 292 252 231 209 207 206 224 222 241 281 301 341 381,294 280 254 233 203 155 145 141 186 184 232 253 267,325
326,287,381,False,0,inf,,,326
327,12,18,False,0,inf,,,327
328,1,124,True,7,65.22214004115293,1 3 4 26 46 86 126 124,2 5 28 52 70,328
329,386,300,True,16,153.95870507871132,386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 281 300,304 306 307 294 280 254 233 203 155 145 141 186 184 232,329
330,332,384,True,7,61.460300422866446,332 352 372 390 389 387 386 384,289 297 308 305 303,330
331,167,7,True,6,52.268300213894975,167 127 106 86 46 26 7,98 76 65 48,331
332,6,56,False,0,inf,,,332
333,141,145,True,4,37.183579418953954,141 121 123 124 145,87 89,333
334,384,260,True,16,150.56677584411946,384 386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 260,302 304 306 307 294 280 254 233 203 155 145 141 186 184,334
335,398,312,False,0,inf,,,335
336,144,229,True,5,44.43180794560478,144 146 187 207 208 229,108 130 146,336
337,155,236,False,0,inf,,,337
338,138,233,False,0,inf,,,338
339,158,232,True,6,54.2766671101331,158 198 218 236 235 233 232,132 178 228 225,339
340,304,223,False,0,inf,,,340
341,209,260,True,6,55.63478882201169,209 207 206 224 222 241 260,145 141 186 184,341
342,232,127,True,5,45.514441462594235,232 210 208 187 167 127,161 149 127,342
343,100,7,True,9,78.84419689822892,100 121 123 124 126 106 86 46 26 7,87 89 91 93 76 65 48,343
344,313,399,False,0,inf,,,344
345,52,4,True,5,45.58535695919757,52 31 29 27 26 4,42 38 32,345
346,100,146,True,4,37.183579418953954,100 121 123 124 146,87 89,346
347,86,229,True,6,51.45067587013308,86 126 146 187 207 208 229,97 108 130 146,347
348,383,304,False,0,inf,,,348
349,201,381,True,6,54.9112397926248,201 221 241 281 301 341 381,180 232 253 267,349
350,33,86,True,5,47.618414460124924,33 31 29 27 46 86,42 38 33,350
351,238,313,True,6,54.72774889348216,238 236 235 233 273 293 313,228 225 223 250,351
352,27,80,False,0,inf,,,352
353,139,232,False,0,inf,,,353
354,136,215,False,0,inf,,,354
355,18,12,False,0,inf,,,355
356,156,235,False,0,inf,,,356
357,138,232,False,0,inf,,,357
358,126,10,True,7,62.27505405736838,126 106 86 46 27 7 9 10,76 65 49 31 11,358
359,252,186,True,4,39.80151134457776,252 231 209 207 186,203 155,359
360,80,7,False,0,inf,,,360
361,32,0,True,8,70.78596677013722,32 10 9 27 26 4 3 1 0,18 16 32 24 3 1,361
362,341,203,True,5,44.50103051475551,341 301 281 241 221 203,266 251 229,362
363,198,253,True,5,47.259158244024825,198 218 236 235 233 253,178 228 225,363
364,10,126,True,5,48.78997912890998,10 9 27 46 86 126,16 33 52,364
365,200,381,True,6,54.9112397926248,200 221 241 281 301 341 381,180 232 253 267,365
366,19,13,False,0,inf,,,366
367,313,226,True,6,57.127039943375514,313 292 252 231 209 208 226,254 233 203 156,367
368,47,53,True,7,58.68015570141528,47 27 7 9 29 31 32 53,31 11 17 39 43,368
369,392,306,False,0,inf,,,369
370,40,10,False,0,inf,,,370
371,379,292,False,0,inf,,,371
372,47,207,True,5,46.53943178524199,47 87 106 146 167 207,73 81 106,372
373,221,381,True,5,47.88403331453525,221 241 281 301 341 381,232 253 267,373
374,381,220,False,0,inf,,,374
375,9,147,True,5,44.353047331361196,9 27 47 67 107 147,34 57 64,375
376,207,46,True,7,55.119291922355686,207 186 166 146 126 106 86 46,121 109 103 93 76,376
377,41,9,False,0,inf,,,377
378,219,227,True,7,67.51200945551867,219 218 236 235 233 231 229 227,178 228 225 219 206,378
379,304,390,False,0,inf,,,379
380,390,304,False,0,inf,,,380
381,87,81,False,0,inf,,,381
382,121,4,True,8,68.67753023156226,121 123 124 126 106 86 46 26 4,89 91 93 76 65 48,382
383,55,6,True,6,54.52417442339961,55 53 32 31 29 7 6,59 46 42 35,383
384,41,126,False,0,inf,,,384
385,26,56,False,0,inf,,,385
386,316,216,True,6,58.08081151036836,316 315 293 273 233 235 216,278 261 246 221,386
387,295,230,True,5,42.096667423789356,295 293 273 252 232 230,261 247 234,387
388,315,389,True,5,48.824743509275194,315 313 353 372 390 389,277 292 297,388
389,346,261,False,0,inf,,,389
390,352,338,False,0,inf,,,390
391,143,223,True,6,57.97051423305598,143 124 146 187 206 204 223,92 108 129 138,391
392,107,209,True,4,37.412385892550304,107 146 187 207 209,108 130,392
393,224,340,True,6,57.10225120477124,224 222 241 281 301 341 340,184 232 253 267,393
394,261,346,False,0,inf,,,394
395,126,212,True,6,54.58256361789366,126 146 187 207 208 210 212,108 130 146 152,395
396,39,12,False,0,inf,,,396
397,386,301,True,16,150.57056973791518,386 387 389 390 372 332 292 252 231 209 207 206 224 222 241 261 301,304 306 307 294 280 254 233 203 155 145 141 186 184 231,397
398,389,315,True,5,48.86040390196618,389 390 372 332 313 315,307 294 282,398
399,155,235,False,0,inf,,,399
400,56,6,False,0,inf,,,400
401,392,318,False,0,inf,,,401
402,4,52,True,6,52.61668127539064,4 6 7 9 29 31 52,7 11 17 39,402
403,284,383,False,0,inf,,,403
404,369,272,True,5,51.39040279877477,369 390 372 332 292 272,307 294 280,404
405,7,166,True,6,54.95049883366941,7 26 46 86 126 146 166,28 52 70 97,405
