condition,env,variant,lambda_risk,found,total_risk,total_boundary,total_cost,objective,num_edges,num_subgoals
loaded_baseline,antmaze-large-play-v2,shortest,1.0,1.0,2.490723709564918,0.0,1.2478312584183489,1.247831259155646,1.5026041666666667,0.5026041666666666
loaded_baseline,antmaze-large-play-v2,shortest,3.0,1.0,2.490723709564918,0.0,1.2478312584183489,1.247831259155646,1.5026041666666667,0.5026041666666666
loaded_baseline,antmaze-medium-diverse-v2,full_bars,0.0,1.0,1.4670315666456493,0.4060121014257443,1.332944542557622,1.454748176167364,1.6015625,0.6015625
loaded_baseline,antmaze-medium-diverse-v2,full_bars,0.1,1.0,1.3222253249902376,0.3920930100632492,1.3433454080950469,1.5931958471540568,1.6223958333333333,0.6223958333333334
loaded_baseline,antmaze-medium-diverse-v2,full_bars,0.3,1.0,1.2042213149312981,0.42461116356023454,1.3555435256566852,1.8441932724585748,1.640625,0.640625
loaded_baseline,antmaze-medium-diverse-v2,full_bars,1.0,1.0,0.9519867428231615,0.5571574076746739,1.4611369781972219,2.5802709479765187,1.7916666666666667,0.7916666666666666
loaded_baseline,antmaze-medium-diverse-v2,full_bars,3.0,1.0,0.8112509065358608,0.8187235852864295,1.6314506578103949,4.3108204509887695,2.046875,1.046875
loaded_baseline,antmaze-medium-diverse-v2,reachability,0.0,1.0,1.460942848931154,0.0,1.3216789710180212,1.3216789743552606,1.59375,0.59375
loaded_baseline,antmaze-medium-diverse-v2,reachability,0.1,1.0,1.2506420500928168,0.0,1.3323775226405512,1.457441730792804,1.609375,0.609375
loaded_baseline,antmaze-medium-diverse-v2,reachability,0.3,1.0,1.142183598884003,0.0,1.357483903489386,1.7001389878380906,1.6536458333333333,0.6536458333333334
loaded_baseline,antmaze-medium-diverse-v2,reachability,1.0,1.0,0.8998596665975734,0.0,1.4825103792827576,2.3823700534198906,1.8203125,0.8203125
loaded_baseline,antmaze-medium-diverse-v2,reachability,3.0,1.0,0.7925754619755025,0.0,1.661410763937359,4.03913715088144,2.0885416666666665,1.0885416666666667
loaded_baseline,antmaze-medium-diverse-v2,shortest,0.0,1.0,1.460942848931154,0.0,1.3216789710180212,1.3216789743552606,1.59375,0.59375
loaded_baseline,antmaze-medium-diverse-v2,shortest,0.1,1.0,1.460942848931154,0.0,1.3216789710180212,1.3216789743552606,1.59375,0.59375
loaded_baseline,antmaze-medium-diverse-v2,shortest,0.3,1.0,1.460942848931154,0.0,1.3216789710180212,1.3216789743552606,1.59375,0.59375
loaded_baseline,antmaze-medium-diverse-v2,shortest,1.0,1.0,1.460942848931154,0.0,1.3216789710180212,1.3216789743552606,1.59375,0.59375
loaded_baseline,antmaze-medium-diverse-v2,shortest,3.0,1.0,1.460942848931154,0.0,1.3216789710180212,1.3216789743552606,1.59375,0.59375
loaded_baseline,antmaze-medium-play-v2,full_bars,0.0,1.0,1.4948928287340095,0.4682230654519816,1.402261035788494,1.5427279538718839,1.703125,0.703125
loaded_baseline,antmaze-medium-play-v2,full_bars,0.1,1.0,1.4171451994382853,0.4636002549896135,1.4062392180397485,1.6870338119677093,1.7135416666666667,0.7135416666666666
loaded_baseline,antmaze-medium-play-v2,full_bars,0.3,1.0,1.2286006993357053,0.4742706480495575,1.4408616825239733,1.9517230827675462,1.7786458333333333,0.7786458333333334
loaded_baseline,antmaze-medium-play-v2,full_bars,1.0,1.0,1.010047185678559,0.6309847725932963,1.5247195184153195,2.7240621346364704,1.90625,0.90625
loaded_baseline,antmaze-medium-play-v2,full_bars,3.0,1.0,0.870075944927521,0.8173557189683196,1.7023664676817134,4.5578010228990005,2.1380208333333335,1.1380208333333333
loaded_baseline,antmaze-medium-play-v2,reachability,0.0,1.0,1.5870214751388023,0.0,1.3841422162561987,1.3841422151696559,1.6770833333333333,0.6770833333333334
loaded_baseline,antmaze-medium-play-v2,reachability,0.1,1.0,1.379870697472749,0.0,1.3914796417811885,1.5294667079281983,1.703125,0.703125
loaded_baseline,antmaze-medium-play-v2,reachability,0.3,1.0,1.1706691512833156,0.0,1.4303556113736704,1.7815563521451017,1.7760416666666667,0.7760416666666666
loaded_baseline,antmaze-medium-play-v2,reachability,1.0,1.0,0.9652837784451549,0.0,1.5474437016916152,2.5127274757769555,1.9479166666666667,0.9479166666666666
loaded_baseline,antmaze-medium-play-v2,reachability,3.0,1.0,0.8492476030345036,0.0,1.7331855264104281,4.280928340945745,2.1770833333333335,1.1770833333333333
loaded_baseline,antmaze-medium-play-v2,shortest,0.0,1.0,1.5870214751388023,0.0,1.3841422162561987,1.3841422151696559,1.6770833333333333,0.6770833333333334
loaded_baseline,antmaze-medium-play-v2,shortest,0.1,1.0,1.5870214751388023,0.0,1.3841422162561987,1.3841422151696559,1.6770833333333333,0.6770833333333334
loaded_baseline,antmaze-medium-play-v2,shortest,0.3,1.0,1.5870214751388023,0.0,1.3841422162561987,1.3841422151696559,1.6770833333333333,0.6770833333333334
loaded_baseline,antmaze-medium-play-v2,shortest,1.0,1.0,1.5870214751388023,0.0,1.3841422162561987,1.3841422151696559,1.6770833333333333,0.6770833333333334
loaded_baseline,antmaze-medium-play-v2,shortest,3.0,1.0,1.5870214751388023,0.0,1.3841422162561987,1.3841422151696559,1.6770833333333333,0.6770833333333334
pu_retrain,antmaze-large-diverse-v2,full_bars,0.0,1.0,1.4070229965727776,0.6379063730966688,1.4890803585294634,1.6804522676644964,1.875,0.875
pu_retrain,antmaze-large-diverse-v2,full_bars,0.1,1.0,1.3729628778528422,0.6549453804195466,1.4860297853592783,1.8198096811149664,1.859375,0.859375
pu_retrain,antmaze-large-diverse-v2,full_bars,0.3,1.0,1.3248591723386198,0.6563161832684722,1.4941836942452937,2.0885362930635663,1.8828125,0.8828125
pu_retrain,antmaze-large-diverse-v2,full_bars,1.0,1.0,1.2176670234184712,0.7377966587328589,1.5294423114974052,2.968448325841853,1.9609375,0.9609375
pu_retrain,antmaze-large-diverse-v2,full_bars,3.0,1.0,1.1194301664363593,0.9244770663755792,1.6273582342546433,5.2629918370618345,2.15625,1.15625
pu_retrain,antmaze-large-diverse-v2,reachability,0.0,1.0,1.4770808659959584,0.0,1.4632539751473814,1.4632539714220911,1.828125,0.828125
pu_retrain,antmaze-large-diverse-v2,reachability,0.1,1.0,1.3686948691029102,0.0,1.4680580992717296,1.6049275791883701,1.84375,0.84375
pu_retrain,antmaze-large-diverse-v2,reachability,0.3,1.0,1.2863855462055653,0.0,1.4848345399368554,1.870750195774599,1.8828125,0.8828125
pu_retrain,antmaze-large-diverse-v2,reachability,1.0,1.0,1.168933449080214,0.0,1.554045878117904,2.722979315003613,2.0,1.0
pu_retrain,antmaze-large-diverse-v2,reachability,3.0,1.0,1.105579646769911,0.0,1.6518285900820047,4.968567510106368,2.203125,1.203125
pu_retrain,antmaze-large-diverse-v2,shortest,0.0,1.0,1.4770808659959584,0.0,1.4632539751473814,1.4632539714220911,1.828125,0.828125
pu_retrain,antmaze-large-diverse-v2,shortest,0.1,1.0,1.4770808659959584,0.0,1.4632539751473814,1.4632539714220911,1.828125,0.828125
pu_retrain,antmaze-large-diverse-v2,shortest,0.3,1.0,1.4770808659959584,0.0,1.4632539751473814,1.4632539714220911,1.828125,0.828125
pu_retrain,antmaze-large-diverse-v2,shortest,1.0,1.0,1.4770808659959584,0.0,1.4632539751473814,1.4632539714220911,1.828125,0.828125
pu_retrain,antmaze-large-diverse-v2,shortest,3.0,1.0,1.4770808659959584,0.0,1.4632539751473814,1.4632539714220911,1.828125,0.828125
pu_retrain,antmaze-large-play-v2,full_bars,0.0,1.0,1.3275487705832347,0.6528710333733614,1.3631417722208425,1.5590030850268186,1.7578125,0.7578125
pu_retrain,antmaze-large-play-v2,full_bars,0.1,1.0,1.3066643126076087,0.655469553348773,1.3637498141033575,1.6910571121836575,1.765625,0.765625
pu_retrain,antmaze-large-play-v2,full_bars,0.3,1.0,1.2732192188268527,0.6519459565813528,1.3700943206204101,1.9476438742091189,1.78125,0.78125
pu_retrain,antmaze-large-play-v2,full_bars,1.0,1.0,1.2140031981980428,0.7569374981193955,1.3846483117667958,2.8257327596916957,1.8125,0.8125
pu_retrain,antmaze-large-play-v2,full_bars,3.0,1.0,1.1454409243306145,0.871791792193752,1.4580389166949317,5.155899225715086,1.9375,0.9375
pu_retrain,antmaze-large-play-v2,reachability,0.0,1.0,1.309253285988234,0.0,1.3402405994711444,1.3402405976084992,1.734375,0.734375
pu_retrain,antmaze-large-play-v2,reachability,0.1,1.0,1.2897086584707722,0.0,1.3407656027702615,1.4697364690888208,1.734375,0.734375
pu_retrain,antmaze-large-play-v2,reachability,0.3,1.0,1.2437403931980953,0.0,1.3505839797435328,1.7237060975050553,1.7578125,0.7578125
pu_retrain,antmaze-large-play-v2,reachability,1.0,1.0,1.1677729383809492,0.0,1.4031538249691948,2.570926762302406,1.84375,0.84375
pu_retrain,antmaze-large-play-v2,reachability,3.0,1.0,1.122009553364478,0.0,1.4895720201311633,4.855600662063807,1.96875,0.96875
pu_retrain,antmaze-large-play-v2,shortest,0.0,1.0,1.309253285988234,0.0,1.3402405994711444,1.3402405976084992,1.734375,0.734375
pu_retrain,antmaze-large-play-v2,shortest,0.1,1.0,1.309253285988234,0.0,1.3402405994711444,1.3402405976084992,1.734375,0.734375
pu_retrain,antmaze-large-play-v2,shortest,0.3,1.0,1.309253285988234,0.0,1.3402405994711444,1.3402405976084992,1.734375,0.734375
pu_retrain,antmaze-large-play-v2,shortest,1.0,1.0,1.309253285988234,0.0,1.3402405994711444,1.3402405976084992,1.734375,0.734375
pu_retrain,antmaze-large-play-v2,shortest,3.0,1.0,1.309253285988234,0.0,1.3402405994711444,1.3402405976084992,1.734375,0.734375
pu_retrain,antmaze-medium-diverse-v2,full_bars,0.0,1.0,1.0606983475154266,0.5232588088378167,1.3923371906857938,1.549314834501292,1.6875,0.6875
pu_retrain,antmaze-medium-diverse-v2,full_bars,0.1,1.0,0.9645254121860489,0.49879820784072515,1.4024558595847338,1.6485478663860815,1.703125,0.703125
pu_retrain,antmaze-medium-diverse-v2,full_bars,0.3,1.0,0.893087120144628,0.4843239148044496,1.4195841893088073,1.832807499904125,1.7421875,0.7421875
pu_retrain,antmaze-medium-diverse-v2,full_bars,1.0,1.0,0.8246590887429193,0.5440977104546634,1.4502753501292318,2.438163754918933,1.7890625,0.7890625
pu_retrain,antmaze-medium-diverse-v2,full_bars,3.0,1.0,0.7674701462965459,0.6893272030482733,1.513803161913529,4.023011754121549,1.8671875,0.8671875
pu_retrain,antmaze-medium-diverse-v2,reachability,0.0,1.0,1.015798983979039,0.0,1.3831036712508649,1.3831036766059697,1.6875,0.6875
pu_retrain,antmaze-medium-diverse-v2,reachability,0.1,1.0,1.000715916394256,0.0,1.383650955511257,1.4837225535447942,1.6953125,0.6953125
pu_retrain,antmaze-medium-diverse-v2,reachability,0.3,1.0,0.8969107022276148,0.0,1.401738287648186,1.6708114995039067,1.7421875,0.7421875
pu_retrain,antmaze-medium-diverse-v2,reachability,1.0,1.0,0.792091048671864,0.0,1.4681045662146062,2.260195610986557,1.8125,0.8125
pu_retrain,antmaze-medium-diverse-v2,reachability,3.0,1.0,0.7362383791478351,0.0,1.5789679901208729,3.787683117945562,1.96875,0.96875
pu_retrain,antmaze-medium-diverse-v2,shortest,0.0,1.0,1.015798983979039,0.0,1.3831036712508649,1.3831036766059697,1.6875,0.6875
pu_retrain,antmaze-medium-diverse-v2,shortest,0.1,1.0,1.015798983979039,0.0,1.3831036712508649,1.3831036766059697,1.6875,0.6875
pu_retrain,antmaze-medium-diverse-v2,shortest,0.3,1.0,1.015798983979039,0.0,1.3831036712508649,1.3831036766059697,1.6875,0.6875
pu_retrain,antmaze-medium-diverse-v2,shortest,1.0,1.0,1.015798983979039,0.0,1.3831036712508649,1.3831036766059697,1.6875,0.6875
pu_retrain,antmaze-medium-diverse-v2,shortest,3.0,1.0,1.015798983979039,0.0,1.3831036712508649,1.3831036766059697,1.6875,0.6875
pu_retrain,antmaze-medium-play-v2,full_bars,0.0,1.0,1.1090188771486282,0.5975405637739515,1.4834281641524285,1.6626903309563075,1.890625,0.890625
pu_retrain,antmaze-medium-play-v2,full_bars,0.1,1.0,1.0521104047074914,0.6009410932680272,1.485603130189702,1.7710964977182677,1.90625,0.90625
pu_retrain,antmaze-medium-play-v2,full_bars,0.3,1.0,0.9829807663336396,0.5943577636666937,1.499781871913001,1.9729834243050761,1.921875,0.921875
pu_retrain,antmaze-medium-play-v2,full_bars,1.0,1.0,0.8755515585653484,0.6549841527980109,1.5498873961623758,2.62193419325479,2.0,1.0
pu_retrain,antmaze-medium-play-v2,full_bars,3.0,1.0,0.80568234086968,0.7311270482387464,1.6618352390360087,4.29822037583291,2.1484375,1.1484375
pu_retrain,antmaze-medium-play-v2,reachability,0.0,1.0,1.1415284178219736,0.0,1.4595594524871558,1.4595594448037446,1.84375,0.84375
pu_retrain,antmaze-medium-play-v2,reachability,0.1,1.0,1.100031829904765,0.0,1.4621736572589725,1.5721768306917512,1.8515625,0.8515625
pu_retrain,antmaze-medium-play-v2,reachability,0.3,1.0,0.9952410259284079,0.0,1.4804101183544844,1.7789824199076976,1.8828125,0.8828125
pu_retrain,antmaze-medium-play-v2,reachability,1.0,1.0,0.8541917616967112,0.0,1.5580120428930968,2.4122037934866967,2.0,1.0
pu_retrain,antmaze-medium-play-v2,reachability,3.0,1.0,0.7821076205000281,0.0,1.6897885443177074,4.03611140340945,2.140625,1.140625
pu_retrain,antmaze-medium-play-v2,shortest,0.0,1.0,1.1415284178219736,0.0,1.4595594524871558,1.4595594448037446,1.84375,0.84375
pu_retrain,antmaze-medium-play-v2,shortest,0.1,1.0,1.1415284178219736,0.0,1.4595594524871558,1.4595594448037446,1.84375,0.84375
pu_retrain,antmaze-medium-play-v2,shortest,0.3,1.0,1.1415284178219736,0.0,1.4595594524871558,1.4595594448037446,1.84375,0.84375
pu_retrain,antmaze-medium-play-v2,shortest,1.0,1.0,1.1415284178219736,0.0,1.4595594524871558,1.4595594448037446,1.84375,0.84375
pu_retrain,antmaze-medium-play-v2,shortest,3.0,1.0,1.1415284178219736,0.0,1.4595594524871558,1.4595594448037446,1.84375,0.84375
