cluster,count,density
321,736,0.00368
322,6,3e-05
323,0,0.0
324,0,0.0
325,111,0.000555
326,1027,0.005135
327,233,0.001165
328,0,0.0
329,0,0.0
330,0,0.0
331,81,0.000405
332,1271,0.006355
333,495,0.002475
334,0,0.0
335,0,0.0
336,0,0.0
337,221,0.001105
338,709,0.003545
339,59,0.000295
340,1028,0.00514
341,1734,0.00867
342,9,4.5e-05
343,0,0.0
344,0,0.0
345,0,0.0
346,1097,0.005485
347,957,0.004785
348,3,1.5e-05
349,0,0.0
350,0,0.0
351,0,0.0
352,3022,0.01511
353,1148,0.00574
354,0,0.0
355,0,0.0
356,0,0.0
357,11,5.5e-05
358,1065,0.005325
359,169,0.000845
360,442,0.00221
361,1082,0.00541
362,327,0.001635
363,160,0.0008
364,173,0.000865
365,150,0.00075
366,553,0.002765
367,813,0.004065
368,510,0.00255
369,338,0.00169
370,225,0.001125
371,399,0.001995
372,1527,0.007635
373,282,0.00141
374,0,0.0
375,0,0.0
376,0,0.0
377,4,2e-05
378,354,0.00177
379,24,0.00012
380,581,0.002905
381,1033,0.005165
382,566,0.00283
383,1110,0.00555
384,1149,0.005745
385,417,0.002085
386,1275,0.006375
387,1531,0.007655
388,802,0.00401
389,2529,0.012645
390,2067,0.010335
391,841,0.004205
392,2443,0.012215
393,1102,0.00551
394,0,0.0
395,0,0.0
396,0,0.0
397,0,0.0
398,445,0.002225
399,213,0.001065
