edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit,repair_score,repair_reason
15954,323,179,72,10,72,10,7,14.0,14.541666666666666,22,72,10,7.2,72,0,0,0,0.9999999999999862,0.001865,0.00165,0.2752158756001512,0.5689519284458886,0.5689519284458886,14.117851130197758,unique_starts,4.304823349106553,low_compatibility_junction
8936,179,471,69,18,21,69,6,9.0,10.521739130434783,25,69,18,3.8333333333333335,69,63,63,63,0.0454545454545451,0.00165,0.002075,0.5689519284458886,0.3571105534487123,0.5689519284458886,9.218217890235993,unique_starts,4.298163185860654,low_compatibility_junction
11444,236,179,59,5,59,6,2,7.0,7.9491525423728815,25,59,5,11.8,59,58,58,58,0.0085470085470084,0.001695,0.00165,0.2795169795951464,0.5689519284458886,0.5689519284458886,7.130188910980824,unique_starts,4.297921316783951,low_compatibility_junction
9470,194,179,63,5,63,6,2,8.0,7.873015873015873,16,63,5,12.6,63,35,35,35,0.2857142857142828,0.002005,0.00165,0.2911748922928159,0.5689519284458886,0.5689519284458886,8.125988157669742,unique_starts,4.296927942962776,low_compatibility_junction
8881,179,292,96,17,19,96,8,14.0,13.96875,24,96,17,5.647058823529412,96,10,10,10,0.8113207547169735,0.00165,0.001825,0.5689519284458886,0.3535492232817385,0.5689519284458886,14.229415733870562,unique_starts,4.294635385937586,low_compatibility_junction
8884,179,300,90,18,18,90,9,14.0,14.377777777777778,25,90,18,5.0,90,24,24,24,0.5789473684210475,0.00165,0.00191,0.5689519284458886,0.3343369523792921,0.5689519284458886,14.235702260395517,unique_starts,4.292763585085315,low_compatibility_junction
24437,504,179,52,10,52,13,5,12.0,11.307692307692308,17,52,10,5.2,52,0,0,0,0.9999999999999808,0.001395,0.00165,0.2827115647893102,0.5689519284458886,0.5689519284458886,12.138675049056308,unique_starts,4.290580779999569,low_compatibility_junction
22716,467,179,50,5,50,6,2,7.0,7.38,14,50,5,10.0,50,21,21,21,0.4084507042253464,0.001865,0.00165,0.271424855707679,0.5689519284458886,0.5689519284458886,7.141421356237309,unique_starts,4.289180972640539,low_compatibility_junction
8807,179,51,99,12,17,99,8,14.0,13.83838383838384,22,99,12,8.25,99,45,45,45,0.3749999999999974,0.00165,0.002095,0.5689519284458886,0.3705657778884752,0.5689519284458886,14.242535625036332,unique_starts,4.285458783543255,low_compatibility_junction
16351,331,179,58,8,51,10,16,21.0,21.155172413793103,25,58,8,7.25,58,0,0,0,0.9999999999999828,0.00202,0.00165,0.2730824309001808,0.5689519284458886,0.5689519284458886,21.1400280084028,unique_starts,4.27975361078775,low_compatibility_junction
11702,242,179,58,5,58,5,5,14.5,14.948275862068966,25,58,5,11.6,58,10,10,10,0.7058823529411662,0.00172,0.00165,0.2764589666603003,0.5689519284458886,0.5689519284458886,14.631306432859722,unique_starts,4.278544515685416,low_compatibility_junction
17313,352,179,47,8,47,9,14,20.0,20.02127659574468,25,47,8,5.875,47,31,31,31,0.2051282051282025,0.001835,0.00165,0.3319158471528339,0.5689519284458886,0.5689519284458886,20.14586499149789,unique_starts,4.2722131793052505,low_compatibility_junction
24,0,179,45,8,45,9,12,17.0,17.511111111111113,25,45,8,5.625,45,4,0,0,0.9999999999999776,0.001705,0.00165,0.2706119007187786,0.5689519284458886,0.5689519284458886,17.149071198499986,unique_starts,4.272130185662141,low_compatibility_junction
2689,51,179,45,8,45,9,14,20.0,19.711111111111112,25,45,8,5.625,45,99,99,99,-0.3749999999999974,0.002095,0.00165,0.3705657778884752,0.5689519284458886,0.5689519284458886,20.149071198499986,unique_starts,4.2699243033092005,low_compatibility_junction
4740,96,179,58,3,58,4,6,14.0,14.155172413793103,24,58,3,19.33333333333333,58,3,3,3,0.9016393442622804,0.001595,0.00165,0.236752893045914,0.5689519284458886,0.5689519284458886,14.131306432859722,unique_starts,4.269653366298656,low_compatibility_junction
8940,179,479,62,12,14,62,8,14.0,13.96774193548387,24,62,12,5.166666666666667,62,22,22,22,0.4761904761904705,0.00165,0.00188,0.5689519284458886,0.3495368288031495,0.5689519284458886,14.267261241912424,unique_starts,4.267168733071947,low_compatibility_junction
1432,23,179,41,9,41,9,16,21.0,21.317073170731707,25,41,9,4.555555555555555,41,0,0,0,0.9999999999999756,0.00229,0.00165,0.3371110598445803,0.5689519284458886,0.5689519284458886,21.156173761888606,unique_starts,4.2669069412519205,low_compatibility_junction
23134,475,179,44,5,44,5,7,14.5,14.568181818181818,21,44,5,8.8,44,0,0,0,0.9999999999999772,0.001925,0.00165,0.1035257009713492,0.5689519284458886,0.5689519284458886,14.650755672288884,unique_starts,4.263976733788928,low_compatibility_junction
8827,179,108,61,11,11,61,7,12.0,12.524590163934429,25,61,11,5.545454545454546,61,10,0,0,0.9999999999999836,0.00165,0.00222,0.5689519284458886,0.3678300454272646,0.5689519284458886,12.301511344577763,unique_starts,4.262550788932825,low_compatibility_junction
8929,179,444,61,11,11,61,8,12.0,13.37704918032787,25,61,11,5.545454545454546,61,33,33,33,0.2978723404255287,0.00165,0.00186,0.5689519284458886,0.3422859437615778,0.5689519284458886,12.301511344577763,unique_starts,4.262550788932825,low_compatibility_junction
16545,334,179,41,6,41,6,11,16.0,15.853658536585366,22,41,6,6.833333333333333,41,9,9,9,0.6399999999999871,0.002275,0.00165,0.3366989786086699,0.5689519284458886,0.5689519284458886,16.156173761888606,unique_starts,4.262264246089034,low_compatibility_junction
13899,284,179,36,10,36,10,19,22.0,22.11111111111111,25,36,10,3.6,36,0,0,0,0.999999999999972,0.00168,0.00165,0.2872655887358696,0.5689519284458886,0.5689519284458886,22.166666666666668,unique_starts,4.261783780949822,low_compatibility_junction
24534,506,179,24,2,24,4,1,4.0,5.208333333333333,25,24,2,12.0,24,23,23,23,0.0212765957446803,0.00169,0.00165,0.2579065295263837,0.5689519284458886,0.5689519284458886,4.204124145231932,unique_starts,4.261371737347047,low_compatibility_junction
20210,412,179,36,7,36,8,10,14.0,14.333333333333334,19,36,7,5.142857142857143,36,6,0,0,0.999999999999972,0.0012,0.00165,0.1924316037118147,0.5689519284458886,0.5689519284458886,14.166666666666666,unique_starts,4.260810524374031,low_compatibility_junction
8857,179,236,58,9,10,58,7,11.0,12.258620689655173,25,58,9,6.444444444444445,58,59,59,59,-0.0085470085470084,0.00165,0.001695,0.5689519284458886,0.2795169795951464,0.5689519284458886,11.316227766016835,unique_starts,4.256625246663774,low_compatibility_junction
11202,231,179,31,8,31,8,11,14.0,14.419354838709678,18,31,8,3.875,31,17,17,17,0.2916666666666606,0.00225,0.00165,0.3360225533733575,0.5689519284458886,0.5689519284458886,14.179605302026776,unique_starts,4.255764218750545,low_compatibility_junction
21941,446,179,28,3,28,3,1,6.0,6.785714285714286,25,28,3,9.333333333333334,28,52,52,52,-0.2999999999999962,0.00141,0.00165,0.220015604602433,0.5689519284458886,0.5689519284458886,6.188982236504613,unique_starts,4.255265763473083,low_compatibility_junction
2589,48,179,31,9,31,9,13,17.0,17.870967741935484,25,31,9,3.4444444444444446,31,18,18,18,0.2653061224489741,0.00193,0.00165,0.3181008450284167,0.5689519284458886,0.5689519284458886,17.179605302026776,unique_starts,4.255083339122437,low_compatibility_junction
2002,36,179,36,7,36,7,16,21.0,21.0,25,36,7,5.142857142857143,36,114,114,114,-0.5199999999999966,0.0019,0.00165,0.3479752748901155,0.5689519284458886,0.5689519284458886,21.166666666666668,unique_starts,4.254858143421649,low_compatibility_junction
4033,81,179,47,3,47,4,11,18.0,18.0,24,47,3,15.666666666666666,47,27,27,27,0.2702702702702666,0.001505,0.00165,0.1632723016967778,0.5689519284458886,0.5689519284458886,18.14586499149789,unique_starts,4.254588242327023,low_compatibility_junction
20437,416,179,37,2,37,3,2,8.0,8.72972972972973,25,37,2,18.5,37,35,35,35,0.0277777777777773,0.00153,0.00165,0.1868891917495407,0.5689519284458886,0.5689519284458886,8.164398987305358,unique_starts,4.252640175256855,low_compatibility_junction
8843,179,161,41,12,14,41,14,19.0,19.634146341463413,25,41,12,3.4166666666666665,41,2,0,0,0.9999999999999756,0.00165,0.002015,0.5689519284458886,0.3608024193838431,0.5689519284458886,19.267261241912426,unique_starts,4.250170294473356,low_compatibility_junction
3451,67,179,31,7,31,7,10,18.0,17.967741935483872,25,31,7,4.428571428571429,31,11,11,11,0.4761904761904648,0.00209,0.00165,0.2386017039243143,0.5689519284458886,0.5689519284458886,18.179605302026776,unique_starts,4.249034313920987,low_compatibility_junction
8945,179,492,67,8,9,67,8,17.0,17.26865671641791,25,67,8,8.375,67,1,0,0,0.9999999999999852,0.00165,0.001725,0.5689519284458886,0.2665252830976978,0.5689519284458886,17.333333333333332,unique_starts,4.248205204121289,low_compatibility_junction
20783,423,179,34,5,34,6,3,17.0,14.352941176470589,25,34,5,6.8,34,49,49,49,-0.1807228915662629,0.00199,0.00165,0.30359579210094,0.5689519284458886,0.5689519284458886,17.17149858514251,unique_starts,4.247925429176575,low_compatibility_junction
3724,75,179,33,3,33,3,2,10.0,13.181818181818182,25,33,3,11.0,33,71,71,71,-0.3653846153846118,0.001605,0.00165,0.1506826498683634,0.5689519284458886,0.5689519284458886,10.174077655955696,unique_starts,4.247153670580848,low_compatibility_junction
8943,179,482,49,10,10,49,12,17.0,17.53061224489796,25,49,10,4.9,49,3,3,3,0.8846153846153676,0.00165,0.00184,0.5689519284458886,0.3335031382556556,0.5689519284458886,17.316227766016837,unique_starts,4.245817949433161,low_compatibility_junction
8879,179,286,37,10,10,37,8,11.0,12.37837837837838,21,37,10,3.7,37,12,12,12,0.5102040816326426,0.00165,0.001875,0.5689519284458886,0.3401357757449929,0.5689519284458886,11.316227766016835,unique_starts,4.245514699851922,low_compatibility_junction
8880,179,291,57,9,10,57,16,22.0,21.789473684210527,25,57,9,6.333333333333333,57,3,0,0,0.9999999999999823,0.00165,0.001995,0.5689519284458886,0.3318542131466026,0.5689519284458886,22.31622776601684,unique_starts,4.244743075689391,low_compatibility_junction
16890,343,179,31,6,31,6,17,20.0,20.225806451612904,24,31,6,5.166666666666667,31,11,11,11,0.4761904761904648,0.00204,0.00165,0.3595409514672789,0.5689519284458886,0.5689519284458886,20.179605302026776,unique_starts,4.24451452351137,low_compatibility_junction
2831,55,179,29,6,29,6,12,16.0,15.862068965517242,20,29,6,4.833333333333333,29,19,19,19,0.2083333333333289,0.002095,0.00165,0.3487590373993093,0.5689519284458886,0.5689519284458886,16.18569533817705,unique_starts,4.24416861161826,low_compatibility_junction
21861,444,179,33,5,33,6,17,21.0,21.151515151515152,25,33,5,6.6,33,61,61,61,-0.2978723404255287,0.00186,0.00165,0.3422859437615778,0.5689519284458886,0.5689519284458886,21.1740776559557,unique_starts,4.243565345419167,low_compatibility_junction
8916,179,407,55,8,8,55,9,16.0,16.345454545454544,25,55,8,6.875,55,3,3,3,0.8965517241379155,0.00165,0.00146,0.5689519284458886,0.2500328177543294,0.5689519284458886,16.353553390593273,unique_starts,4.240764502426742,low_compatibility_junction
8814,179,75,71,4,8,71,7,12.0,13.422535211267606,25,71,4,17.75,71,33,33,33,0.3653846153846118,0.00165,0.001605,0.5689519284458886,0.1506826498683634,0.5689519284458886,12.353553390593271,unique_starts,4.2398142969032735,low_compatibility_junction
8886,179,308,47,8,9,47,11,15.0,15.191489361702128,19,47,8,5.875,47,10,10,10,0.6491228070175324,0.00165,0.00172,0.5689519284458886,0.2564674625344544,0.5689519284458886,15.333333333333334,unique_starts,4.2396006147641305,low_compatibility_junction
7314,152,179,30,4,30,4,9,15.0,15.933333333333334,25,30,4,7.5,30,5,0,0,0.9999999999999668,0.001695,0.00165,0.1540797348421135,0.5689519284458886,0.5689519284458886,15.182574185835056,unique_starts,4.239084488565629,low_compatibility_junction
8871,179,257,49,8,8,49,7,15.0,15.510204081632653,25,49,8,6.125,49,99,99,99,-0.3378378378378355,0.00165,0.002185,0.5689519284458886,0.3208565710135754,0.5689519284458886,15.353553390593271,unique_starts,4.2383685093309,low_compatibility_junction
8930,179,446,52,7,7,52,7,12.5,14.115384615384617,25,52,7,7.428571428571429,52,28,28,28,0.2999999999999962,0.00165,0.00141,0.5689519284458886,0.220015604602433,0.5689519284458886,12.877964473009229,unique_starts,4.237946042967441,low_compatibility_junction
23388,480,179,23,5,23,5,5,10.0,9.869565217391305,13,23,5,4.6,23,26,26,26,-0.0612244897959171,0.001605,0.00165,0.2728652466631189,0.5689519284458886,0.5689519284458886,10.208514414057074,unique_starts,4.23792848636876,low_compatibility_junction
7084,148,179,24,7,24,7,13,17.0,17.458333333333332,23,24,7,3.4285714285714284,24,0,0,0,0.9999999999999584,0.001155,0.00165,0.1699940237989147,0.5689519284458886,0.5689519284458886,17.20412414523193,unique_starts,4.236575056778055,low_compatibility_junction
8921,179,422,39,9,9,39,8,15.0,14.794871794871796,25,39,9,4.333333333333333,39,18,18,18,0.3684210526315725,0.00165,0.001375,0.5689519284458886,0.2264440430916425,0.5689519284458886,15.333333333333334,unique_starts,4.236540538122511,low_compatibility_junction
8928,179,443,46,8,9,46,16,20.0,20.30434782608696,25,46,8,5.75,46,14,14,14,0.5333333333333244,0.00165,0.00169,0.5689519284458886,0.3218828359205056,0.5689519284458886,20.33333333333333,unique_starts,4.234795323750354,low_compatibility_junction
8819,179,85,36,10,10,36,14,20.0,19.444444444444443,25,36,10,3.6,36,10,10,10,0.5652173913043356,0.00165,0.001585,0.5689519284458886,0.3235060737188043,0.5689519284458886,20.31622776601684,unique_starts,4.234478484890098,low_compatibility_junction
8922,179,423,49,6,7,49,7,13.0,13.428571428571429,20,49,6,8.166666666666666,49,34,34,34,0.1807228915662629,0.00165,0.00199,0.5689519284458886,0.30359579210094,0.5689519284458886,13.377964473009229,unique_starts,4.232278408651666,low_compatibility_junction
19211,394,179,22,6,22,6,13,16.5,17.09090909090909,23,22,6,3.6666666666666665,22,13,13,13,0.2571428571428498,0.00199,0.00165,0.2902629243596911,0.5689519284458886,0.5689519284458886,16.71320071635561,unique_starts,4.229405486075752,low_compatibility_junction
3524,69,179,24,5,24,5,11,21.0,20.08333333333333,25,24,5,4.8,24,11,11,11,0.3714285714285608,0.00211,0.00165,0.3269176372302509,0.5689519284458886,0.5689519284458886,21.20412414523193,unique_starts,4.227028674257622,low_compatibility_junction
14755,300,179,24,5,24,5,17,21.0,20.83333333333333,25,24,5,4.8,24,90,90,90,-0.5789473684210475,0.00191,0.00165,0.3343369523792921,0.5689519284458886,0.5689519284458886,21.20412414523193,unique_starts,4.227028674257622,low_compatibility_junction
23310,479,179,22,6,22,6,19,22.0,22.40909090909091,25,22,6,3.6666666666666665,22,62,62,62,-0.4761904761904705,0.00188,0.00165,0.3495368288031495,0.5689519284458886,0.5689519284458886,22.21320071635561,unique_starts,4.225617607287873,low_compatibility_junction
2252,41,179,25,3,25,3,12,17.0,17.68,25,25,3,8.333333333333334,25,3,0,0,0.99999999999996,0.00215,0.00165,0.2809351595302536,0.5689519284458886,0.5689519284458886,17.2,unique_starts,4.222432190094474,low_compatibility_junction
8927,179,441,38,7,7,38,15,21.0,20.473684210526315,25,38,7,5.428571428571429,38,27,27,27,0.1692307692307666,0.00165,0.002275,0.5689519284458886,0.2598627949810416,0.5689519284458886,21.37796447300923,unique_starts,4.220546591244333,low_compatibility_junction
10686,219,179,20,6,20,6,21,24.0,23.7,25,20,6,3.333333333333333,20,0,0,0,0.99999999999995,0.001905,0.00165,0.3310816310099328,0.5689519284458886,0.5689519284458886,24.22360679774998,unique_starts,4.219778132752769,low_compatibility_junction
21687,441,179,27,2,27,2,10,17.0,17.11111111111111,25,27,2,13.5,27,38,38,38,-0.1692307692307666,0.002275,0.00165,0.2598627949810416,0.5689519284458886,0.5689519284458886,17.192450089729874,unique_starts,4.219672489472788,low_compatibility_junction
20686,421,179,17,6,17,6,10,14.0,13.764705882352942,20,17,6,2.833333333333333,17,35,35,35,-0.3461538461538395,0.001705,0.00165,0.2206810775918644,0.5689519284458886,0.5689519284458886,14.242535625036332,unique_starts,4.218928313186346,low_compatibility_junction
12887,260,179,20,4,20,4,9,15.5,16.3,25,20,4,5.0,20,8,0,0,0.99999999999995,0.001595,0.00165,0.144853017196456,0.5689519284458886,0.5689519284458886,15.723606797749978,unique_starts,4.217601256596479,low_compatibility_junction
4547,91,179,23,3,23,3,12,19.0,18.73913043478261,25,23,3,7.666666666666667,23,0,0,0,0.9999999999999566,0.001495,0.00165,0.1767088866915132,0.5689519284458886,0.5689519284458886,19.208514414057078,unique_starts,4.216579468172044,low_compatibility_junction
23177,477,179,23,3,23,3,11,19.0,18.26086956521739,25,23,3,7.666666666666667,23,0,0,0,0.9999999999999566,0.001775,0.00165,0.2450237981757774,0.5689519284458886,0.5689519284458886,19.208514414057078,unique_starts,4.216579468172044,low_compatibility_junction
22219,453,179,20,4,20,4,12,18.5,18.7,25,20,4,5.0,20,0,0,0,0.99999999999995,0.001565,0.00165,0.1640673053397537,0.5689519284458886,0.5689519284458886,18.72360679774998,unique_starts,4.2149857378519275,low_compatibility_junction
4881,99,179,24,2,24,2,10,16.0,16.5,25,24,2,12.0,24,9,9,9,0.4545454545454407,0.001855,0.00165,0.1420048306381812,0.5689519284458886,0.5689519284458886,16.20412414523193,unique_starts,4.214496737347047,low_compatibility_junction
8920,179,421,35,6,6,35,13,20.0,19.88571428571429,25,35,6,5.833333333333333,35,17,17,17,0.3461538461538395,0.00165,0.001705,0.5689519284458886,0.2206810775918644,0.5689519284458886,20.408248290463863,unique_starts,4.212452047938477,low_compatibility_junction
20734,422,179,18,5,18,5,15,21.0,21.0,25,18,5,3.6,18,39,39,39,-0.3684210526315725,0.001375,0.00165,0.2264440430916425,0.5689519284458886,0.5689519284458886,21.23570226039552,unique_starts,4.212269332164498,low_compatibility_junction
21986,447,179,22,3,22,4,17,23.0,22.363636363636363,25,22,3,7.333333333333333,22,1,0,0,0.9999999999999546,0.002265,0.00165,0.3606966261718926,0.5689519284458886,0.5689519284458886,23.21320071635561,unique_starts,4.212002262656544,low_compatibility_junction
1108,18,179,20,3,20,3,9,17.0,16.85,25,20,3,6.666666666666667,20,11,11,11,0.2903225806451519,0.0016,0.00165,0.19304265538129,0.5689519284458886,0.5689519284458886,17.22360679774998,unique_starts,4.2109460749539585,low_compatibility_junction
16713,338,179,21,3,21,3,16,21.0,21.09523809523809,25,21,3,7.0,21,0,0,0,0.9999999999999524,0.002155,0.00165,0.24176912998101,0.5689519284458886,0.5689519284458886,21.21821789023599,unique_starts,4.210646822734068,low_compatibility_junction
6219,132,179,19,3,19,3,12,16.0,15.68421052631579,19,19,3,6.333333333333333,19,5,0,0,0.9999999999999476,0.001725,0.00165,0.2895649428729756,0.5689519284458886,0.5689519284458886,16.22941573387056,unique_starts,4.209241234721327,low_compatibility_junction
8901,179,352,31,6,6,31,17,20.0,20.64516129032258,25,31,6,5.166666666666667,31,47,47,47,-0.2051282051282025,0.00165,0.001835,0.5689519284458886,0.3319158471528339,0.5689519284458886,20.408248290463863,unique_starts,4.208879271979016,low_compatibility_junction
8849,179,194,35,5,5,35,7,16.0,15.685714285714283,25,35,5,7.0,35,63,63,63,-0.2857142857142828,0.00165,0.002005,0.5689519284458886,0.2911748922928159,0.5689519284458886,16.447213595499957,unique_starts,4.208348326835424,low_compatibility_junction
3126,61,21,124,75,123,113,1,1.0,1.1209677419354838,2,124,75,1.653333333333333,124,0,0,0,0.999999999999992,0.0015,0.001335,0.3710627677939842,0.7000075364621832,0.7000075364621832,1.0901669634667432,unique_starts,4.206278451918873,low_compatibility_junction
4803,97,179,16,4,16,4,13,17.0,16.875,20,16,4,4.0,16,0,0,0,0.9999999999999376,0.001955,0.00165,0.1781310220477159,0.5689519284458886,0.5689519284458886,17.25,unique_starts,4.2048138046682535,low_compatibility_junction
21784,443,179,14,4,14,4,10,13.5,13.428571428571429,17,14,4,3.5,14,46,46,46,-0.5333333333333244,0.00169,0.00165,0.3218828359205056,0.5689519284458886,0.5689519284458886,13.767261241912424,unique_starts,4.201895108386159,low_compatibility_junction
13738,280,179,16,4,16,4,17,22.0,21.5625,25,16,4,4.0,16,0,0,0,0.9999999999999376,0.002285,0.00165,0.2860690362208508,0.5689519284458886,0.5689519284458886,22.25,unique_starts,4.201471558678949,low_compatibility_junction
8919,179,416,35,3,4,35,7,12.0,13.542857142857144,25,35,3,11.666666666666666,35,37,37,37,-0.0277777777777773,0.00165,0.00153,0.5689519284458886,0.1868891917495407,0.5689519284458886,12.5,unique_starts,4.199774866039038,low_compatibility_junction
