cluster,selected,selection_method,density,bottleneck_score,rank_density,rank_bottleneck
370,False,bottleneck,0.001125,0.1756376549782381,200,169
371,False,bottleneck,0.001995,0.20518462276034424,161,158
372,True,bottleneck,0.007635,0.8635553308620566,35,30
373,False,bottleneck,0.00141,0.18467550103767233,183,164
377,False,bottleneck,2e-05,0.0001275390726461412,257,256
378,True,bottleneck,0.00177,0.9627220043011864,169,23
379,False,bottleneck,0.00012,0.006540809973472655,243,238
380,False,bottleneck,0.002905,0.10085949081971789,140,194
381,False,bottleneck,0.005165,0.2506833086159746,77,140
382,False,bottleneck,0.00283,0.21372485552104153,143,153
383,False,bottleneck,0.00555,0.4182303580580847,64,95
384,False,bottleneck,0.005745,0.31407401154288467,59,124
385,False,bottleneck,0.002085,0.23615090750169435,158,147
386,False,bottleneck,0.006375,0.39121386934582736,50,102
387,False,bottleneck,0.007655,0.4438264341470948,34,86
388,False,bottleneck,0.00401,0.4336919767195041,107,91
389,True,bottleneck,0.012645,0.7088659022355741,5,38
390,True,bottleneck,0.010335,0.7425888616027709,12,36
391,False,bottleneck,0.004205,0.35249615081063146,102,114
392,False,bottleneck,0.012215,0.42516877339884,6,93
393,False,bottleneck,0.00551,0.2440704784151132,65,144
398,False,bottleneck,0.002225,0.050143439094339826,156,216
399,False,bottleneck,0.001065,0.15155340046115226,203,176
