stage,evidence_class,pre_stage30_results_status,env_name,seed,u,v,edge_id,edge_weight,edge_weight_available,edge_metadata_keys,te_score,te_score_available,tdr_distance,tdr_distance_available,is_task_goal_edge,u_dataset_idx,v_dataset_idx,u_embedding_match_dist,v_embedding_match_dist,u_embedding_match_tolerance,v_embedding_match_tolerance,u_exact_embedding_match,v_exact_embedding_match,edge_dataset_mapping_exact,same_trajectory,same_trajectory_available,dt,dt_available,cross_trajectory,cross_trajectory_available,edge_category,src_degree,dst_degree,src_out_degree,dst_in_degree,edge_usage_count,success_episode_usage,failure_episode_usage,first_failed_frequency
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,229,0->229,7.231965,1,weight,,0,7.231965,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,42,26,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,231,0->231,7.268787,1,weight,,0,7.268787,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,50,26,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,317,0->317,7.88074,1,weight,,0,7.88074,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,48,26,24,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,373,0->373,4.9846296,1,weight,,0,4.9846296,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,42,26,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,389,0->389,5.4690905,1,weight,,0,5.4690905,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,42,26,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,390,0->390,4.7818527,1,weight,,0,4.7818527,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,417,0->417,7.534699,1,weight,,0,7.534699,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,46,26,23,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,453,0->453,5.6788526,1,weight,,0,5.6788526,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,22,26,11,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,479,0->479,7.6810136,1,weight,,0,7.6810136,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,529,0->529,7.5523825,1,weight,,0,7.5523825,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,40,26,20,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,536,0->536,6.060748,1,weight,,0,6.060748,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,50,26,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,647,0->647,4.153073,1,weight,,0,4.153073,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,709,0->709,7.872775,1,weight,,0,7.872775,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,36,26,18,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,720,0->720,5.985801,1,weight,,0,5.985801,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,34,26,17,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,742,0->742,5.698297,1,weight,,0,5.698297,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,0,792,0->792,7.5948243,1,weight,,0,7.5948243,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,28,26,14,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,22,1->22,6.059057,1,weight,,0,6.059057,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,58,26,29,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,41,1->41,4.54432,1,weight,,0,4.54432,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,52,26,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,70,1->70,3.057368,1,weight,,0,3.057368,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,56,26,28,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,104,1->104,4.206174,1,weight,,0,4.206174,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,50,26,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,132,1->132,5.2054253,1,weight,,0,5.2054253,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,54,26,27,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,158,1->158,5.2953234,1,weight,,0,5.2953234,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,48,26,24,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,170,1->170,3.2813811,1,weight,,0,3.2813811,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,54,26,27,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,196,1->196,7.62163,1,weight,,0,7.62163,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,28,26,14,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,197,1->197,6.275699,1,weight,,0,6.275699,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,44,26,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,219,1->219,6.7286143,1,weight,,0,6.7286143,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,46,26,23,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,227,1->227,7.36777,1,weight,,0,7.36777,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,46,26,23,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,228,1->228,6.2578344,1,weight,,0,6.2578344,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,44,26,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,297,1->297,5.4250045,1,weight,,0,5.4250045,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,52,26,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,298,1->298,6.207572,1,weight,,0,6.207572,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,34,26,17,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,342,1->342,5.338574,1,weight,,0,5.338574,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,50,26,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,359,1->359,6.560921,1,weight,,0,6.560921,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,34,26,17,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,364,1->364,7.8148913,1,weight,,0,7.8148913,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,46,26,23,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,390,1->390,5.9299216,1,weight,,0,5.9299216,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,395,1->395,4.676598,1,weight,,0,4.676598,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,54,26,27,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,463,1->463,4.763977,1,weight,,0,4.763977,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,58,26,29,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,479,1->479,7.1278462,1,weight,,0,7.1278462,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,584,1->584,5.556369,1,weight,,0,5.556369,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,52,26,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,616,1->616,6.7026744,1,weight,,0,6.7026744,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,742,1->742,4.586753,1,weight,,0,4.586753,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,38,26,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,783,1->783,2.637751,1,weight,,0,2.637751,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,52,26,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,874,1->874,5.799204,1,weight,,0,5.799204,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,52,46,26,23,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,3,2->3,5.960515,1,weight,,0,5.960515,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,18,15,9,28,28,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,25,2->25,7.9102955,1,weight,,0,7.9102955,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,28,15,14,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,93,2->93,7.016351,1,weight,,0,7.016351,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,50,15,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,94,2->94,5.5468855,1,weight,,0,5.5468855,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,56,15,28,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,173,2->173,3.968356,1,weight,,0,3.968356,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,22,15,11,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,182,2->182,3.004845,1,weight,,0,3.004845,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,30,15,15,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,204,2->204,7.0503135,1,weight,,0,7.0503135,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,58,15,29,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,262,2->262,6.1267715,1,weight,,0,6.1267715,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,48,15,24,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,269,2->269,4.637305,1,weight,,0,4.637305,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,46,15,23,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,424,2->424,6.714377,1,weight,,0,6.714377,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,52,15,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,441,2->441,6.493283,1,weight,,0,6.493283,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,30,15,15,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,450,2->450,5.7381163,1,weight,,0,5.7381163,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,32,15,16,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,546,2->546,3.9507546,1,weight,,0,3.9507546,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,32,15,16,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,628,2->628,5.7760515,1,weight,,0,5.7760515,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,50,15,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,2,847,2->847,7.3053,1,weight,,0,7.3053,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,30,32,15,16,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,3,2,3->2,5.960515,1,weight,,0,5.960515,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,18,30,9,15,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,3,33,3->33,4.471981,1,weight,,0,4.471981,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,18,12,9,6,28,28,0,0
