stage,evidence_class,pre_stage30_results_status,official_repo_url,official_hf_repo,gas_repo_path,official_repo_sha,gas_vendor_tree_sha256,artifact_root,env_name,seed,keygraph_path,keygraph_sha256,policy_path,policy_sha256,tdr_path,tdr_sha256,official_eval_csv,artifact_manifest,task_id,episode_count,goal_threshold,subgoal_horizon,evaluation_command,wrapper_status,eval_on_cpu,gpu,official_graph_modified,official_planner_modified,official_policy_modified,official_action_outputs_modified,recover_dataset_indices,node_map_tolerance,fallback_mode,max_task_id,official_task_id_source,source_file
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed45,antmaze-large-navigate-v0,45,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed45/graph/keygraph.pkl,651f33cb8eca77408cb882333dc90c0530197df652eba988e6f2d9703351b631,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed45/policy/params_1000000.pkl,e36ad38a58be4f227fe4eeffa8ea3f55aa646dd0af4a1d5226a4621c5712794e,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed45/tdr/params_1000000.pkl,3c009ad2143e1b72fd070ae2cac4fd771cfd133a6e28e415597243f7c9d75a94,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed45/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed45/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-large-navigate-v0/seed45/instrumentation --envs antmaze-large-navigate-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,0,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-large-navigate-v0/seed45/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed46,antmaze-large-navigate-v0,46,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed46/graph/keygraph.pkl,43f0d443ede42440901b0c2daa9af3bb529a58265656bf716ef9b94fd3dd01f6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed46/policy/params_1000000.pkl,9348ff1c78f8574da715e05c88f5193660dcd96d3a39cf3c6b5e986296fb4893,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed46/tdr/params_1000000.pkl,650c696720adb56ed32c9597975b54dd22dde9aaf48d7dac70c276d9858dd650,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed46/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-navigate-v0/seed46/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-large-navigate-v0/seed46/instrumentation --envs antmaze-large-navigate-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,1,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-large-navigate-v0/seed46/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed44,antmaze-large-stitch-v0,44,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed44/graph/keygraph.pkl,7505e3deea19b3a2f2992467f0dd3c2081e830b9577879b3db08995784b0410a,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed44/policy/params_1000000.pkl,0b8f2b37e06ddc48b5917562e7775def70fe518b07dad3263d3340bc93be2084,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed44/tdr/params_1000000.pkl,29cdfeb56bd239e5af12d0cf6a7e6d4c20c6b8f489f04b158f1be746d27da2d7,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed44/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed44/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-large-stitch-v0/seed44/instrumentation --envs antmaze-large-stitch-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,0,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-large-stitch-v0/seed44/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed45,antmaze-large-stitch-v0,45,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed45/graph/keygraph.pkl,be1e69ed7bc35efd3cd8f9457541f83a93e7711430f640cceb8fb80324441780,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed45/policy/params_1000000.pkl,b8aa06466c218f99df0ac08e3146043ce0b2b21e31b16f712ad66712de7b816d,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed45/tdr/params_1000000.pkl,abdae98ec64373bb6248fea47ad697711e02d9bff483d96ededc7ddf5e9bfde8,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed45/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed45/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-large-stitch-v0/seed45/instrumentation --envs antmaze-large-stitch-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,1,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-large-stitch-v0/seed45/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed46,antmaze-large-stitch-v0,46,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed46/graph/keygraph.pkl,a31d421d787b2d4b10d5a8dd7545edb08920b43c989d6c0d7774a6ac68ec4e64,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed46/policy/params_1000000.pkl,7b4ab7bd17e4caba0bd9cc46dfb7456bf0de0b631edf29be0caf0b2ad8252364,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed46/tdr/params_1000000.pkl,1cc61fc9ce6fa8c0909d368e89d16bc321d7771ca4f1245f0a8b6960d449865b,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed46/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-large-stitch-v0/seed46/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-large-stitch-v0/seed46/instrumentation --envs antmaze-large-stitch-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,0,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-large-stitch-v0/seed46/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed44,antmaze-medium-explore-v0,44,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed44/graph/keygraph.pkl,b6ee4a5f13b429568dfa31a453a06d71ce20e7028a96a1a2908ca2c819fb9592,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed44/policy/params_1000000.pkl,59e6c27abc6cffbdcbb509b13ea14aac2fbaea84ebb64cf2e5e7fe665872f00e,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed44/tdr/params_1000000.pkl,fa588d85ceaa32fb63a2bf726d24064eedf5096c1715b8f82767dde60b6f3daa,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed44/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed44/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-explore-v0/seed44/instrumentation --envs antmaze-medium-explore-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,1,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-explore-v0/seed44/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed45,antmaze-medium-explore-v0,45,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed45/graph/keygraph.pkl,727d2b0c859b5bae0410564a4f4aa25fc48d8649c73258a9ed243f31c1bb7eba,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed45/policy/params_1000000.pkl,851daa00530cd195cfbf3f0109894effebc7331be6cbf7302777935319576f75,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed45/tdr/params_1000000.pkl,2e7fc9e711a40311458fa5e044075ef81a1240636987338959b97a5879861d21,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed45/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed45/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-explore-v0/seed45/instrumentation --envs antmaze-medium-explore-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,0,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-explore-v0/seed45/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed46,antmaze-medium-explore-v0,46,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed46/graph/keygraph.pkl,b5cd2cc2e8db48538894e23a9eecbdbca623377f582583fac4bf0b63035744eb,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed46/policy/params_1000000.pkl,fb14d85b0b9b11bce9c8c2eca35d8aa90c32efd34362fe896c89a54a4adcc648,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed46/tdr/params_1000000.pkl,ae86955fd689b74465911bc922f68f4a1abf9f1748217406d6aa78d3d23d5ea1,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed46/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-explore-v0/seed46/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-explore-v0/seed46/instrumentation --envs antmaze-medium-explore-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,1,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-explore-v0/seed46/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed44,antmaze-medium-navigate-v0,44,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed44/graph/keygraph.pkl,dc74191913d71c46a47f5a1edb334d2a157cb41db487b30dcd85650297161a0c,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed44/policy/params_1000000.pkl,5ef555514748300c6b0fa1fc996ee732a1c70d5b79e6136db213edd81e26b402,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed44/tdr/params_1000000.pkl,12b73fc756ac3f0f838ea9a293b874134e85b7f70837d96c27e1f2025ac2de59,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed44/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed44/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-navigate-v0/seed44/instrumentation --envs antmaze-medium-navigate-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,0,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-navigate-v0/seed44/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed45,antmaze-medium-navigate-v0,45,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed45/graph/keygraph.pkl,1311af664b6cbfde979fc584eb6cbb9159aef444f6e44de26c4f19e4849df3fc,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed45/policy/params_1000000.pkl,4a8692e294d682a7ecf1dd5eec01ddbce7026372771cff4c2d7132a01a83c748,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed45/tdr/params_1000000.pkl,e298f7f434e38eeeae4b07319b4eac38b58d7c73d47393751b192e609d75d6b7,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed45/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed45/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-navigate-v0/seed45/instrumentation --envs antmaze-medium-navigate-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,1,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-navigate-v0/seed45/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed46,antmaze-medium-navigate-v0,46,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed46/graph/keygraph.pkl,bec180ba94c82366aba60df851a6355cb10332c6870e072bc00d525311fd6704,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed46/policy/params_1000000.pkl,d64eb287f81365f04c5e240681221f54d808443b25d7d3688a34e5c429cf6717,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed46/tdr/params_1000000.pkl,5af04b1ad6afe881593fdfe55e9e5c62413da4a13907439287df7fd1d0dace01,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed46/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-navigate-v0/seed46/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-navigate-v0/seed46/instrumentation --envs antmaze-medium-navigate-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,0,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-navigate-v0/seed46/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed44,antmaze-medium-stitch-v0,44,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed44/graph/keygraph.pkl,af2353ddb711ea75708fc589682e0fbdb8c126fe2dc9a01e4d2de46441db22a5,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed44/policy/params_1000000.pkl,3b1f1aa4c55645856cdee945fa60eded964514a8005237e0516d96ce928a0778,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed44/tdr/params_1000000.pkl,11367ca63d0dbc014e355c1a275634f1e50d1a993d2738c781ff43a1559632cc,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed44/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed44/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-stitch-v0/seed44/instrumentation --envs antmaze-medium-stitch-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,1,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-stitch-v0/seed44/instrumentation/protocol_lock.csv
stage30_official_gas_instrumentation,OFFICIAL_GAS_PROTOCOL_LOCK,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,https://github.com/qortmdgh4141/GAS.git,qortmdgh4141/GAS,external_src/GAS,UNAVAILABLE_IN_VENDOR_COPY,eb5cd4a3e69cbf1a4077650a466352341c8692013846425b62445f9052279cb6,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed45,antmaze-medium-stitch-v0,45,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed45/graph/keygraph.pkl,be71830690f5090355d0c2e0390fef79081738fecf62f1df7f2a0451567af66a,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed45/policy/params_1000000.pkl,6360bfd03b1222f0c00dce6127cb658ed8b82c3f3c05315a7c55711977974e70,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed45/tdr/params_1000000.pkl,64d01470ae9c13157f0a3df2e9f6556fadcc401581c777778781d4074401eb16,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed45/policy/eval.csv,artifacts/gas_ogbench_offline_full_20260522_165138/antmaze-medium-stitch-v0/seed45/manifest.json,"1,2,3,4,5",50,2,8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-stitch-v0/seed45/instrumentation --envs antmaze-medium-stitch-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,0,0,0,0,0,0,0,1e-05,none,5,auto_env_task_infos,runs_stage31_official_gas/wide_atlas_active/antmaze-medium-stitch-v0/seed45/instrumentation/protocol_lock.csv
