edge_id,src,dst,num_segments,num_episodes,min_h,median_h,mean_h,max_h,support_count,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score
12,1,201,23,6,5,9.0,8.347826086956522,10,23,16,0.17948717948717488,0.00349,0.003235,0.673442512637898,0.6326586457253738,0.673442512637898
13,1,221,37,2,1,7.0,6.8108108108108105,10,37,0,0.9999999999999729,0.00349,0.00339,0.673442512637898,0.4766586517350258,0.673442512637898
14,1,235,177,27,4,9.0,8.3954802259887,10,177,0,0.9999999999999943,0.00349,0.00266,0.673442512637898,0.557694911836417,0.673442512637898
15,1,256,132,13,1,5.0,4.833333333333333,10,132,419,-0.5208711433756796,0.00349,0.00289,0.673442512637898,0.587267445714437,0.673442512637898
16,1,272,54,12,3,8.5,8.11111111111111,10,54,0,0.9999999999999815,0.00349,0.00289,0.673442512637898,0.6425361749608148,0.673442512637898
17,1,302,31,5,5,8.0,8.193548387096774,10,31,146,-0.6497175141242901,0.00349,0.00292,0.673442512637898,0.5067390385206823,0.673442512637898
18,1,320,36,7,1,3.0,3.138888888888889,8,36,14,0.4399999999999912,0.00349,0.00288,0.673442512637898,0.49757284945547087,0.673442512637898
19,1,324,13,3,1,4.0,3.6153846153846154,7,13,0,0.9999999999999231,0.00349,0.00293,0.673442512637898,0.5639347300500412,0.673442512637898
20,1,355,41,4,1,6.0,5.829268292682927,10,41,0,0.9999999999999756,0.00349,0.002785,0.673442512637898,0.4867493654285251,0.673442512637898
21,1,391,15,2,6,8.0,8.333333333333334,10,15,0,0.9999999999999333,0.00349,0.00236,0.673442512637898,0.5105893646103071,0.673442512637898
22,1,468,1423,33,1,6.0,5.9079409697821506,10,1423,0,0.9999999999999993,0.00349,0.003695,0.673442512637898,0.7619239046022562,0.7619239046022562
23,9,85,240,14,1,8.0,7.304166666666666,10,240,0,0.9999999999999959,0.00274,0.00336,0.5242537007500745,0.46211032510296324,0.5242537007500745
24,9,114,234,12,1,7.0,6.457264957264957,10,234,0,0.9999999999999958,0.00274,0.0029,0.5242537007500745,0.5813477691456842,0.5813477691456842
25,9,243,11,3,1,3.0,4.181818181818182,9,11,1469,-0.9851351351351345,0.00274,0.003145,0.5242537007500745,0.5452964152077282,0.5452964152077282
26,9,287,513,20,1,7.0,6.955165692007797,10,513,0,0.999999999999998,0.00274,0.002575,0.5242537007500745,0.5145683455004622,0.5242537007500745
27,9,372,182,12,1,8.0,7.84065934065934,10,182,0,0.9999999999999946,0.00274,0.00323,0.5242537007500745,0.4564869940295187,0.5242537007500745
28,9,419,232,6,1,7.0,6.650862068965517,10,232,0,0.9999999999999957,0.00274,0.00309,0.5242537007500745,0.41889088522845674,0.5242537007500745
29,9,441,122,4,1,6.0,6.172131147540983,10,122,0,0.9999999999999919,0.00274,0.002765,0.5242537007500745,0.6675336327793436,0.6675336327793436
30,9,463,84,10,1,8.5,7.940476190476191,10,84,0,0.9999999999999881,0.00274,0.00281,0.5242537007500745,0.544582862841128,0.544582862841128
31,11,121,505,11,1,6.0,6.283168316831683,10,505,8,0.9688109161793353,0.002895,0.00244,0.39314181639102885,0.4752068256312598,0.4752068256312598
32,11,159,12,7,9,10.0,9.833333333333334,10,12,0,0.9999999999999166,0.002895,0.00256,0.39314181639102885,0.4939136268626807,0.4939136268626807
33,11,338,46,2,1,6.0,5.826086956521739,10,46,3,0.8775510204081454,0.002895,0.0029,0.39314181639102885,0.4645002541079114,0.4645002541079114
34,11,426,13,3,8,9.0,9.23076923076923,10,13,0,0.9999999999999231,0.002895,0.002465,0.39314181639102885,0.4997103239619515,0.4997103239619515
35,11,441,7,3,9,10.0,9.714285714285714,10,7,0,0.9999999999998571,0.002895,0.002765,0.39314181639102885,0.6675336327793436,0.6675336327793436
36,11,485,1205,14,1,8.0,7.130290456431536,10,1205,16,0.973791973791973,0.002895,0.002525,0.39314181639102885,0.5063485113256614,0.5063485113256614
37,18,9,427,10,1,6.0,6.206088992974239,10,427,0,0.9999999999999976,0.0029,0.00274,0.4864463837903914,0.5242537007500745,0.5242537007500745
38,18,114,29,8,7,10.0,9.344827586206897,10,29,0,0.9999999999999656,0.0029,0.0029,0.4864463837903914,0.5813477691456842,0.5813477691456842
39,18,186,804,30,1,8.0,7.75,10,804,9,0.9778597785977847,0.0029,0.00303,0.4864463837903914,0.6251939657754063,0.6251939657754063
40,18,245,895,27,1,6.0,5.957541899441341,10,895,500,0.2831541218637991,0.0029,0.003165,0.4864463837903914,0.621313387552614,0.621313387552614
41,18,266,10,2,7,9.0,9.0,10,10,0,0.9999999999999,0.0029,0.00327,0.4864463837903914,0.6132996759991023,0.6132996759991023
42,18,287,15,4,6,9.0,9.0,10,15,25,-0.24999999999999373,0.0029,0.002575,0.4864463837903914,0.5145683455004622,0.5145683455004622
43,18,372,7,2,8,10.0,9.428571428571429,10,7,11,-0.2222222222222099,0.0029,0.00323,0.4864463837903914,0.4564869940295187,0.4864463837903914
44,19,27,13,2,1,4.0,3.923076923076923,8,13,0,0.9999999999999231,0.003005,0.00279,0.5792481366426947,0.5589797486781822,0.5792481366426947
45,19,108,34,9,8,10.0,9.5,10,34,17,0.33333333333332676,0.003005,0.00302,0.5792481366426947,0.5718442734172178,0.5792481366426947
46,19,110,8,2,6,8.0,8.0,10,8,0,0.999999999999875,0.003005,0.00215,0.5792481366426947,0.4992024050132423,0.5792481366426947
47,19,157,18,10,9,10.0,9.833333333333334,10,18,0,0.9999999999999445,0.003005,0.002925,0.5792481366426947,0.5655152965712752,0.5792481366426947
48,19,163,224,9,1,7.0,6.736607142857143,10,224,112,0.3333333333333323,0.003005,0.00291,0.5792481366426947,0.5029006203486728,0.5792481366426947
49,19,203,153,13,1,8.0,7.078431372549019,10,153,142,0.03728813559322021,0.003005,0.002865,0.5792481366426947,0.5230506794714785,0.5792481366426947
50,19,382,134,19,1,4.0,4.17910447761194,10,134,68,0.32673267326732514,0.003005,0.00266,0.5792481366426947,0.5370840452110357,0.5792481366426947
51,19,448,3,3,10,10.0,10.0,10,3,10,-0.538461538461497,0.003005,0.002735,0.5792481366426947,0.5422653686652087,0.5792481366426947
52,24,159,14,2,1,3.0,3.2142857142857144,6,14,0,0.9999999999999286,0.00242,0.00256,0.4773710221014241,0.4939136268626807,0.4939136268626807
53,24,358,14,2,1,7.5,6.714285714285714,10,14,0,0.9999999999999286,0.00242,0.00281,0.4773710221014241,0.5545561712874193,0.5545561712874193
54,25,68,137,15,1,8.0,7.408759124087592,10,137,3,0.9571428571428503,0.002535,0.002665,0.48084329139645143,0.5316903340858485,0.5316903340858485
55,25,229,469,21,1,7.0,6.55863539445629,10,469,0,0.9999999999999978,0.002535,0.0029,0.48084329139645143,0.6411583937081101,0.6411583937081101
56,25,324,230,10,1,7.0,6.960869565217391,10,230,0,0.9999999999999957,0.002535,0.00293,0.48084329139645143,0.5639347300500412,0.5639347300500412
57,25,362,238,21,3,9.0,8.630252100840336,10,238,0,0.9999999999999958,0.002535,0.00294,0.48084329139645143,0.4640921022628841,0.48084329139645143
58,27,1,188,19,2,9.0,8.138297872340425,10,188,0,0.9999999999999947,0.00279,0.00349,0.5589797486781822,0.673442512637898,0.673442512637898
59,27,56,7,2,7,9.0,9.0,10,7,0,0.9999999999998571,0.00279,0.002585,0.5589797486781822,0.48875811213252385,0.5589797486781822
60,27,63,468,22,1,8.0,7.3739316239316235,10,468,0,0.9999999999999978,0.00279,0.0027,0.5589797486781822,0.47694324898144264,0.5589797486781822
61,27,110,775,40,1,5.0,5.550967741935484,10,775,0,0.9999999999999987,0.00279,0.00215,0.5589797486781822,0.4992024050132423,0.5589797486781822
62,27,111,133,5,1,6.0,6.030075187969925,10,133,0,0.9999999999999926,0.00279,0.00314,0.5589797486781822,0.42369042480859526,0.5589797486781822
63,27,124,143,9,1,6.0,6.146853146853147,10,143,0,0.999999999999993,0.00279,0.00296,0.5589797486781822,0.430324664260063,0.5589797486781822
64,27,125,5,2,9,10.0,9.6,10,5,53,-0.8275862068965374,0.00279,0.002465,0.5589797486781822,0.48630049104884887,0.5589797486781822
65,27,163,719,25,1,7.0,6.379694019471488,10,719,25,0.9327956989247299,0.00279,0.00291,0.5589797486781822,0.5029006203486728,0.5589797486781822
66,27,201,222,15,1,7.0,6.243243243243243,10,222,181,0.10173697270471438,0.00279,0.003235,0.5589797486781822,0.6326586457253738,0.6326586457253738
67,27,233,19,2,5,8.0,8.210526315789474,10,19,0,0.9999999999999475,0.00279,0.003305,0.5589797486781822,0.4490658163537078,0.5589797486781822
68,27,256,13,4,8,10.0,9.538461538461538,10,13,0,0.9999999999999231,0.00279,0.00289,0.5589797486781822,0.587267445714437,0.587267445714437
69,27,320,118,20,4,9.0,8.694915254237289,10,118,15,0.7744360902255581,0.00279,0.00288,0.5589797486781822,0.49757284945547087,0.5589797486781822
70,27,331,9,2,3,7.0,6.666666666666667,10,9,0,0.9999999999998889,0.00279,0.002805,0.5589797486781822,0.5619963638846555,0.5619963638846555
71,27,354,14,3,7,9.5,9.214285714285714,10,14,0,0.9999999999999286,0.00279,0.003865,0.5589797486781822,0.5489519341917868,0.5589797486781822
72,27,382,20,2,1,4.0,4.4,9,20,0,0.99999999999995,0.00279,0.00266,0.5589797486781822,0.5370840452110357,0.5589797486781822
73,27,441,20,3,1,8.0,7.25,10,20,0,0.99999999999995,0.00279,0.002765,0.5589797486781822,0.6675336327793436,0.6675336327793436
74,28,199,11,3,1,2.0,2.3636363636363638,4,11,0,0.9999999999999091,0.00316,0.00258,0.478536569401684,0.49474753820901674,0.49474753820901674
75,28,238,625,12,1,7.0,6.4272,10,625,705,-0.060150375939849586,0.00316,0.0036,0.478536569401684,0.5102221001107877,0.5102221001107877
76,28,266,828,17,1,7.0,6.370772946859903,10,828,20,0.9528301886792442,0.00316,0.00327,0.478536569401684,0.6132996759991023,0.6132996759991023
77,28,348,268,7,1,7.0,6.388059701492537,10,268,97,0.4684931506849302,0.00316,0.003175,0.478536569401684,0.36959407674695033,0.478536569401684
78,31,27,32,10,8,10.0,9.59375,10,32,0,0.9999999999999687,0.003345,0.00279,0.6538500530061797,0.5589797486781822,0.6538500530061797
79,31,71,55,24,9,10.0,9.763636363636364,10,55,19,0.48648648648647996,0.003345,0.00383,0.6538500530061797,0.6334984737060858,0.6538500530061797
80,31,110,37,12,6,8.0,8.243243243243244,10,37,59,-0.2291666666666643,0.003345,0.00215,0.6538500530061797,0.4992024050132423,0.6538500530061797
81,31,125,14,5,8,9.5,9.357142857142858,10,14,138,-0.8157894736842052,0.003345,0.002465,0.6538500530061797,0.48630049104884887,0.6538500530061797
82,31,231,31,6,1,3.0,3.5161290322580645,8,31,0,0.9999999999999678,0.003345,0.002875,0.6538500530061797,0.5213615924112928,0.6538500530061797
83,31,339,16,2,1,3.5,3.5,6,16,0,0.9999999999999376,0.003345,0.003275,0.6538500530061797,0.6147420652065165,0.6538500530061797
84,31,417,31,7,8,10.0,9.580645161290322,10,31,27,0.06896551724137812,0.003345,0.00282,0.6538500530061797,0.45212704421177824,0.6538500530061797
85,31,419,9,4,8,10.0,9.555555555555555,10,9,250,-0.9305019305019269,0.003345,0.00309,0.6538500530061797,0.41889088522845674,0.6538500530061797
86,31,463,58,4,2,8.0,7.706896551724138,10,58,0,0.9999999999999827,0.003345,0.00281,0.6538500530061797,0.544582862841128,0.6538500530061797
87,35,172,31,7,8,10.0,9.548387096774194,10,31,0,0.9999999999999678,0.003665,0.00331,0.5761382399254016,0.41163672373875104,0.5761382399254016
88,35,227,4,2,7,8.5,8.5,10,4,0,0.99999999999975,0.003665,0.00249,0.5761382399254016,0.4803631983105944,0.5761382399254016
89,35,231,31,18,9,10.0,9.774193548387096,10,31,15,0.3478260869565142,0.003665,0.002875,0.5761382399254016,0.5213615924112928,0.5761382399254016
90,35,248,24,5,4,8.5,8.0,10,24,27,-0.05882352941176355,0.003665,0.00244,0.5761382399254016,0.5389843706178665,0.5761382399254016
91,35,273,122,9,1,4.0,4.581967213114754,10,122,191,-0.2204472843450472,0.003665,0.002535,0.5761382399254016,0.4865409122065587,0.5761382399254016
92,35,331,54,3,1,8.0,7.333333333333333,10,54,0,0.9999999999999815,0.003665,0.002805,0.5761382399254016,0.5619963638846555,0.5761382399254016
93,35,402,27,2,1,4.0,4.37037037037037,8,27,0,0.999999999999963,0.003665,0.0025,0.5761382399254016,0.47609997807986476,0.5761382399254016
94,37,145,5,2,9,10.0,9.6,10,5,75,-0.8749999999999891,0.00365,0.00266,0.6011990158805095,0.4525655642189829,0.6011990158805095
95,37,184,55,4,2,9.0,8.054545454545455,10,55,6,0.803278688524577,0.00365,0.0027,0.6011990158805095,0.1960244955467007,0.6011990158805095
96,37,199,859,27,1,7.0,7.154831199068685,10,859,21,0.9522727272727262,0.00365,0.00258,0.6011990158805095,0.49474753820901674,0.6011990158805095
97,37,248,9,2,8,10.0,9.444444444444445,10,9,0,0.9999999999998889,0.00365,0.00244,0.6011990158805095,0.5389843706178665,0.6011990158805095
98,37,255,9,2,1,4.0,4.333333333333333,10,9,1608,-0.9888682745825598,0.00365,0.003205,0.6011990158805095,0.5459895451170103,0.6011990158805095
99,37,275,616,20,1,6.0,5.761363636363637,10,616,1729,-0.4746268656716416,0.00365,0.00284,0.6011990158805095,0.46712815329965385,0.6011990158805095
100,37,301,73,6,5,9.0,8.547945205479452,10,73,0,0.9999999999999863,0.00365,0.00311,0.6011990158805095,0.5736041737185432,0.6011990158805095
101,37,452,8,2,1,2.5,3.375,7,8,58,-0.7575757575757461,0.00365,0.00329,0.6011990158805095,0.4933823304324917,0.6011990158805095
102,43,60,340,8,1,7.0,6.644117647058824,10,340,0,0.999999999999997,0.0029,0.00323,0.5619696820657238,0.48326515740152803,0.5619696820657238
103,43,139,1222,43,3,8.0,7.564648117839607,10,1222,0,0.9999999999999992,0.0029,0.002955,0.5619696820657238,0.5697953228826602,0.5697953228826602
104,43,147,7,7,10,10.0,10.0,10,7,0,0.9999999999998571,0.0029,0.00259,0.5619696820657238,0.49010396958100133,0.5619696820657238
105,43,229,17,2,1,4.0,4.0588235294117645,8,17,27,-0.2272727272727221,0.0029,0.0029,0.5619696820657238,0.6411583937081101,0.6411583937081101
106,43,235,183,29,1,4.0,4.1530054644808745,10,183,0,0.9999999999999946,0.0029,0.00266,0.5619696820657238,0.557694911836417,0.5619696820657238
107,43,272,309,43,2,9.0,7.977346278317152,10,309,0,0.9999999999999967,0.0029,0.00289,0.5619696820657238,0.6425361749608148,0.6425361749608148
108,43,283,86,3,1,6.5,6.3604651162790695,10,86,0,0.9999999999999885,0.0029,0.00344,0.5619696820657238,0.4842981668095895,0.5619696820657238
109,43,324,5,2,1,2.0,2.8,5,5,227,-0.9568965517241338,0.0029,0.00293,0.5619696820657238,0.5639347300500412,0.5639347300500412
110,43,436,12,2,4,7.0,7.166666666666667,10,12,0,0.9999999999999166,0.0029,0.00088,0.5619696820657238,0.5950274260898487,0.5950274260898487
111,51,54,13,2,1,3.0,3.1538461538461537,6,13,0,0.9999999999999231,0.002725,0.002695,0.5201608434488978,0.5109919405578703,0.5201608434488978
112,51,116,10,2,7,9.0,9.0,10,10,0,0.9999999999999,0.002725,0.0027,0.5201608434488978,0.5170541518602025,0.5201608434488978
113,51,275,1261,27,1,8.0,7.3005551149881045,10,1261,0,0.9999999999999993,0.002725,0.00284,0.5201608434488978,0.46712815329965385,0.5201608434488978
114,51,358,25,3,1,4.0,3.6,7,25,0,0.99999999999996,0.002725,0.00281,0.5201608434488978,0.5545561712874193,0.5545561712874193
115,54,28,1739,21,1,7.0,7.069005175388154,10,1739,0,0.9999999999999994,0.002695,0.00316,0.5109919405578703,0.478536569401684,0.5109919405578703
116,54,116,32,2,5,9.0,8.65625,10,32,0,0.9999999999999687,0.002695,0.0027,0.5109919405578703,0.5170541518602025,0.5170541518602025
117,54,348,18,2,6,9.0,8.833333333333334,10,18,0,0.9999999999999445,0.002695,0.003175,0.5109919405578703,0.36959407674695033,0.5109919405578703
118,56,11,436,8,1,7.0,6.35091743119266,10,436,0,0.9999999999999977,0.002585,0.002895,0.48875811213252385,0.39314181639102885,0.48875811213252385
119,56,90,21,8,1,5.0,5.285714285714286,10,21,21,0.0,0.002585,0.0039,0.48875811213252385,0.7485368741238662,0.7485368741238662
120,56,125,28,2,2,7.0,6.821428571428571,10,28,5,0.6969696969696758,0.002585,0.002465,0.48875811213252385,0.48630049104884887,0.48875811213252385
121,56,233,361,10,1,6.0,6.340720221606648,10,361,0,0.9999999999999971,0.002585,0.003305,0.48875811213252385,0.4490658163537078,0.48875811213252385
122,56,235,126,15,1,4.0,4.650793650793651,10,126,22,0.702702702702698,0.002585,0.00266,0.48875811213252385,0.557694911836417,0.557694911836417
123,56,256,7,3,1,8.0,7.0,10,7,39,-0.6956521739130284,0.002585,0.00289,0.48875811213252385,0.587267445714437,0.587267445714437
124,56,272,297,34,1,8.0,7.895622895622895,10,297,0,0.9999999999999966,0.002585,0.00289,0.48875811213252385,0.6425361749608148,0.6425361749608148
125,56,320,6,3,1,5.0,5.166666666666667,10,6,727,-0.9836289222373793,0.002585,0.00288,0.48875811213252385,0.49757284945547087,0.49757284945547087
126,56,441,21,4,1,6.0,6.0476190476190474,10,21,33,-0.2222222222222181,0.002585,0.002765,0.48875811213252385,0.6675336327793436,0.6675336327793436
127,56,468,9,3,1,2.0,2.111111111111111,4,9,16,-0.2799999999999888,0.002585,0.003695,0.48875811213252385,0.7619239046022562,0.7619239046022562
128,56,485,19,5,7,10.0,9.263157894736842,10,19,0,0.9999999999999475,0.002585,0.002525,0.48875811213252385,0.5063485113256614,0.5063485113256614
129,57,0,719,19,1,7.0,6.367176634214187,10,719,124,0.7058125741399754,0.002985,0.00358,0.5372918071902918,0.45950620974117795,0.5372918071902918
130,57,18,21,4,6,9.0,8.857142857142858,10,21,0,0.9999999999999525,0.002985,0.0029,0.5372918071902918,0.4864463837903914,0.5372918071902918
131,57,85,81,3,1,6.0,5.654320987654321,10,81,0,0.9999999999999877,0.002985,0.00336,0.5372918071902918,0.46211032510296324,0.5372918071902918
132,57,108,525,13,1,7.0,6.48,10,525,318,0.24555160142348725,0.002985,0.00302,0.5372918071902918,0.5718442734172178,0.5718442734172178
133,57,112,59,5,1,7.0,6.728813559322034,10,59,0,0.999999999999983,0.002985,0.00368,0.5372918071902918,0.6845599026807774,0.6845599026807774
134,57,114,47,4,1,5.0,4.51063829787234,9,47,0,0.9999999999999787,0.002985,0.0029,0.5372918071902918,0.5813477691456842,0.5813477691456842
135,57,117,109,3,1,7.0,6.972477064220183,10,109,0,0.9999999999999909,0.002985,0.001925,0.5372918071902918,0.5408010056967594,0.5408010056967594
136,57,118,387,14,1,7.0,6.5633074935400515,10,387,142,0.46313799621928076,0.002985,0.004295,0.5372918071902918,0.4417352372842072,0.5372918071902918
137,57,207,572,11,1,7.0,6.788461538461538,10,572,15,0.9488926746166934,0.002985,0.002695,0.5372918071902918,0.32316245182691505,0.5372918071902918
138,57,287,165,11,1,5.0,5.284848484848485,10,165,83,0.33064516129032123,0.002985,0.002575,0.5372918071902918,0.5145683455004622,0.5372918071902918
139,57,298,10,3,5,8.5,8.2,10,10,0,0.9999999999999,0.002985,0.00095,0.5372918071902918,2.13932297870313,2.13932297870313
140,60,80,145,7,1,5.0,5.317241379310345,10,145,331,-0.39075630252100757,0.00323,0.00365,0.48326515740152803,0.6767236340498651,0.6767236340498651
141,60,338,435,12,1,6.0,5.960919540229885,10,435,284,0.21001390820584115,0.00323,0.0029,0.48326515740152803,0.4645002541079114,0.48326515740152803
142,60,355,3,3,1,1.0,1.0,1,3,409,-0.9854368932038811,0.00323,0.002785,0.48326515740152803,0.4867493654285251,0.4867493654285251
143,60,359,232,14,3,9.0,8.28448275862069,10,232,0,0.9999999999999957,0.00323,0.001885,0.48326515740152803,0.9166399827614372,0.9166399827614372
144,60,418,641,19,1,8.0,7.246489859594384,10,641,0,0.9999999999999984,0.00323,0.00262,0.48326515740152803,0.4939863404748017,0.4939863404748017
145,61,212,1370,34,1,6.0,6.197810218978102,10,1370,14,0.979768786127167,0.003445,0.00277,0.6631806450032147,0.4391319650708079,0.6631806450032147
146,63,1,636,24,1,5.0,5.245283018867925,10,636,11,0.9659969088098903,0.0027,0.00349,0.47694324898144264,0.673442512637898,0.673442512637898
147,63,56,138,13,1,8.0,7.1231884057971016,10,138,0,0.9999999999999928,0.0027,0.002585,0.47694324898144264,0.48875811213252385,0.48875811213252385
148,63,110,51,7,1,3.0,3.450980392156863,7,51,126,-0.42372881355931963,0.0027,0.00215,0.47694324898144264,0.4992024050132423,0.4992024050132423
149,63,111,5,4,1,10.0,6.6,10,5,311,-0.9683544303797437,0.0027,0.00314,0.47694324898144264,0.42369042480859526,0.47694324898144264
150,63,124,19,7,1,4.0,5.052631578947368,10,19,136,-0.7548387096774145,0.0027,0.00296,0.47694324898144264,0.430324664260063,0.47694324898144264
151,63,163,34,9,1,2.5,2.7058823529411766,6,34,251,-0.7614035087719271,0.0027,0.00291,0.47694324898144264,0.5029006203486728,0.5029006203486728
152,63,201,396,17,1,7.0,6.876262626262626,10,396,35,0.8375870069605549,0.0027,0.003235,0.47694324898144264,0.6326586457253738,0.6326586457253738
153,63,221,196,9,1,7.0,6.423469387755102,10,196,0,0.9999999999999949,0.0027,0.00339,0.47694324898144264,0.4766586517350258,0.47694324898144264
154,63,233,455,13,1,8.0,7.0989010989010985,10,455,0,0.9999999999999978,0.0027,0.003305,0.47694324898144264,0.4490658163537078,0.47694324898144264
155,63,256,16,5,1,2.0,2.3125,5,16,223,-0.8661087866108751,0.0027,0.00289,0.47694324898144264,0.587267445714437,0.587267445714437
156,63,298,5,3,6,9.0,8.4,10,5,6,-0.09090909090908264,0.0027,0.00095,0.47694324898144264,2.13932297870313,2.13932297870313
157,63,320,14,2,1,5.5,5.071428571428571,9,14,23,-0.24324324324323665,0.0027,0.00288,0.47694324898144264,0.49757284945547087,0.49757284945547087
158,63,343,40,6,1,9.0,7.6,10,40,0,0.9999999999999749,0.0027,0.00268,0.47694324898144264,0.5558418327143443,0.5558418327143443
159,63,354,7,6,1,10.0,8.571428571428571,10,7,176,-0.9234972677595579,0.0027,0.003865,0.47694324898144264,0.5489519341917868,0.5489519341917868
160,63,441,11,2,2,4.0,4.545454545454546,8,11,86,-0.7731958762886518,0.0027,0.002765,0.47694324898144264,0.6675336327793436,0.6675336327793436
161,63,468,199,19,1,9.0,8.467336683417086,10,199,0,0.999999999999995,0.0027,0.003695,0.47694324898144264,0.7619239046022562,0.7619239046022562
162,68,25,3,2,1,1.0,1.3333333333333333,2,3,137,-0.9571428571428503,0.002665,0.002535,0.5316903340858485,0.48084329139645143,0.5316903340858485
163,68,43,27,3,1,4.0,4.62962962962963,9,27,0,0.999999999999963,0.002665,0.0029,0.5316903340858485,0.5619696820657238,0.5619696820657238
164,68,139,24,10,8,10.0,9.666666666666666,10,24,0,0.9999999999999584,0.002665,0.002955,0.5316903340858485,0.5697953228826602,0.5697953228826602
165,68,147,5,2,8,9.0,9.2,10,5,0,0.9999999999997999,0.002665,0.00259,0.5316903340858485,0.49010396958100133,0.5316903340858485
166,68,172,26,4,1,7.5,7.0,10,26,430,-0.8859649122806997,0.002665,0.00331,0.5316903340858485,0.41163672373875104,0.5316903340858485
167,68,229,93,5,2,7.0,6.967741935483871,10,93,287,-0.5105263157894723,0.002665,0.0029,0.5316903340858485,0.6411583937081101,0.6411583937081101
168,68,235,52,11,6,9.0,8.826923076923077,10,52,0,0.9999999999999807,0.002665,0.00266,0.5316903340858485,0.557694911836417,0.557694911836417
169,68,272,33,6,6,9.0,8.727272727272727,10,33,0,0.9999999999999697,0.002665,0.00289,0.5316903340858485,0.6425361749608148,0.6425361749608148
170,68,324,181,20,1,4.0,4.6187845303867405,10,181,67,0.45967741935483686,0.002665,0.00293,0.5316903340858485,0.5639347300500412,0.5639347300500412
171,68,343,16,2,5,8.0,8.0625,10,16,0,0.9999999999999376,0.002665,0.00268,0.5316903340858485,0.5558418327143443,0.5558418327143443
172,68,355,171,7,1,7.0,6.450292397660819,10,171,0,0.9999999999999942,0.002665,0.002785,0.5316903340858485,0.4867493654285251,0.5316903340858485
173,68,362,95,12,1,5.0,5.126315789473685,10,95,169,-0.2803030303030292,0.002665,0.00294,0.5316903340858485,0.4640921022628841,0.5316903340858485
174,68,448,9,4,1,9.0,7.111111111111111,10,9,180,-0.9047619047619,0.002665,0.002735,0.5316903340858485,0.5422653686652087,0.5422653686652087
175,68,502,60,7,1,4.0,4.55,10,60,0,0.9999999999999833,0.002665,0.002575,0.5316903340858485,0.5069370358685417,0.5316903340858485
176,71,31,19,13,9,10.0,9.842105263157896,10,19,55,-0.48648648648647996,0.00383,0.003345,0.6334984737060858,0.6538500530061797,0.6538500530061797
177,71,77,15,6,8,10.0,9.6,10,15,0,0.9999999999999333,0.00383,0.002685,0.6334984737060858,0.5235658865155246,0.6334984737060858
178,71,145,442,20,1,8.0,7.0656108597285066,10,442,123,0.5646017699115033,0.00383,0.00266,0.6334984737060858,0.4525655642189829,0.6334984737060858
179,71,184,22,7,4,9.0,8.5,10,22,17,0.12820512820512492,0.00383,0.0027,0.6334984737060858,0.1960244955467007,0.6334984737060858
180,71,227,341,28,2,6.0,5.941348973607038,10,341,210,0.23774954627949138,0.00383,0.00249,0.6334984737060858,0.4803631983105944,0.6334984737060858
181,71,244,50,13,1,10.0,9.38,10,50,39,0.12359550561797615,0.00383,0.002975,0.6334984737060858,0.4557490162722606,0.6334984737060858
182,71,248,65,16,4,8.0,7.523076923076923,10,65,0,0.9999999999999847,0.00383,0.00244,0.6334984737060858,0.5389843706178665,0.6334984737060858
