cluster,density,bottleneck_score
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.000155,0.006486582010575042
178,0.00665,0.8782180290128794
179,0.005205,0.14581511399377045
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,5e-06,0.00028130185408799637
186,0.008655,1.1908164801820635
187,0.01368,1.3008100678386427
188,0.0002,0.03505825815144589
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,2e-05,0.0004290308929320904
198,0.00552,0.4986822431832404
199,0.00215,0.2155916580310478
200,0.00059,0.02851511514971087
201,0.001615,0.14951186370689518
202,0.00747,0.2930317545819877
203,0.003335,0.42700256488619187
204,0.004585,0.31283789798326334
205,0.004575,0.5101142266248508
206,0.01203,2.0923620754894565
207,0.017585,1.9087079936099518
208,0.007735,0.8984094706009608
209,0.006545,0.8977192677854569
210,0.00631,0.7862244684245959
211,0.006835,1.2847831237399496
212,0.006905,0.6004870272484717
213,0.005615,0.4419583337736945
214,0.003315,0.44168600609384634
215,0.003525,0.29624218096302357
216,0.004295,0.35968464575663184
217,0.005005,0.8136270953781379
218,0.009595,1.17959605252015
219,0.003195,0.2270930444311867
220,0.003,0.21403700066934173
221,0.011215,1.6468980124648405
222,0.006405,0.905760818046711
223,0.00525,0.6766098378848385
224,0.004945,1.01509297897255
225,0.00481,0.8348376782350012
226,0.005585,0.5009985426897807
227,0.007805,0.6477881480828778
228,0.006405,0.8096617418919057
229,0.006205,1.2404631896334808
230,0.00651,1.107908656142169
231,0.013225,0.9291025599826923
232,0.01304,2.603946060756243
233,0.010405,0.9183699146420677
234,0.009695,0.48327591543131077
235,0.00417,0.38851921290205516
236,0.004835,0.5362965614155916
237,0.003425,0.47672108545540637
238,0.004485,0.28278852465579213
239,0.00346,0.15669292936588547
240,0.00382,0.3754377406461404
241,0.01094,0.6147605768856954
242,1.5e-05,0.0027712048282707512
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.000225,0.00999193622097221
252,0.00674,0.6727184195974227
253,0.004605,0.6006679893012662
254,2.5e-05,0.0031840669331118015
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.004015,0.4295232196209984
261,0.005895,0.5854580382753289
262,7e-05,0.01711571249366736
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.0,0.0
271,0.0,0.0
272,0.004595,0.46003782419788597
273,0.00566,0.6665787215005984
274,9e-05,0.0036191227363990526
275,0.0,0.0
276,0.0,0.0
277,0.0,0.0
278,0.0,0.0
279,0.0,0.0
280,0.00511,0.403154852599967
281,0.007715,0.8183483121033318
282,0.00202,0.22593033215911348
283,0.0016,0.11109221626236195
284,0.0017,0.1268415662366563
285,0.001525,0.09448818419461477
286,0.00559,0.057974901648416
287,0.00072,0.0369505281557359
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.00414,0.4343013201239577
293,0.0106,1.4144782749996978
294,0.00194,0.19586872748936296
295,0.00143,0.17599109008380528
296,0.00153,0.16807144389908155
297,0.00174,0.24332096905390854
298,0.001145,0.07995049077887363
299,0.0003,0.016546525186736834
300,0.00685,0.4140349535612604
301,0.01102,1.0687173265332386
302,0.00145,0.11436708972940189
303,0.00127,0.10562252193583117
304,0.00119,0.18199211228818002
305,0.001675,0.16650468294971715
306,0.00535,0.2309083951802432
307,0.003695,0.13508458599700832
308,0.0,0.0
309,0.0,0.0
310,0.0,0.0
311,0.0,0.0
312,0.003095,0.4609740765880266
313,0.00638,0.9509090830956906
314,0.00271,0.262642482148745
315,0.002625,0.33963372097770456
316,0.00249,0.27687096941186246
317,0.00683,0.23590940162848983
318,0.00392,0.22631093013970602
319,0.00115,0.06170736522796513
320,0.001735,0.14401917508735274
321,0.002405,0.16000190150640792
322,1.5e-05,0.0024429710155036053
323,0.0,0.0
324,0.0,0.0
325,0.001105,-0.00026834378061797726
326,0.00226,0.1183296865422484
327,0.000175,0.014381869318295187
328,0.0,0.0
329,0.0,0.0
330,0.0,0.0
331,0.0,0.0
332,0.00286,0.6869680533542812
333,0.003515,0.20576647680801557
334,0.0,0.0
335,0.0,0.0
336,0.0,0.0
337,0.0003,0.015326284082657212
338,0.002875,0.12598297896558147
339,0.00068,0.03834329112867985
340,0.001645,0.2500670876833956
341,0.00233,0.26095625748117557
342,1.5e-05,0.0013740180102668805
343,0.0,0.0
344,0.0,0.0
345,0.0,0.0
346,0.00099,0.2577124161709991
347,0.000615,0.04408060009269831
348,0.0,0.0
349,0.0,0.0
350,0.0,0.0
351,0.0,0.0
352,0.00311,0.6352401965787595
353,0.001755,0.23109673092265454
354,0.0,0.0
355,0.0,0.0
356,0.0,0.0
357,0.0,0.0
358,0.00214,0.09161474258021793
359,0.00082,0.032174830814908975
360,0.00146,0.199385332720649
361,0.002715,0.20000608970570014
362,0.000275,0.045305111177891016
363,7.5e-05,0.013685944786673862
364,0.000155,0.018419523608693637
365,0.000115,0.013893950725447338
366,0.00089,0.08884706694503698
367,0.00094,0.14708212016315741
368,0.000505,0.06043899009301016
369,0.00037,0.0690415789324234
370,0.000495,0.07390548674226653
371,0.000405,0.041748978385863916
372,0.003235,0.32546689873116985
373,0.00194,0.23975129138391388
374,0.0,0.0
375,0.0,0.0
376,0.0,0.0
377,0.0,0.0
378,0.00169,0.07486095884271736
379,0.001115,0.04989047026764068
380,0.00493,0.20140403801028695
381,0.00766,0.3364154844431943
382,0.00542,0.04361586943363431
383,0.00146,0.11108358336585572
384,0.00124,0.10451400816277909
385,0.005285,0.24503516026545386
386,0.00209,0.20646740147619658
387,0.00297,0.979548233613751
388,0.001545,0.16758152233530174
389,0.001895,0.2764686855289864
390,0.00199,0.3422334676018228
391,0.002075,0.3285399096629798
392,0.003255,0.2278037512156914
393,0.002885,0.1567828453395513
394,0.0,0.0
395,0.0,0.0
396,0.0,0.0
397,0.0,0.0
398,0.00222,0.07575821693412438
399,0.00289,0.08014185914380985
